기준년도,학교,계열,학생정원,재학생,전임교원,전임교원1인당학생정원,전임교원1인당재학생
,,의학계열,0,0,0,0,0
,,공학계열,239,246,10,23.9,24.6
,,자연과학계열,100,108,5,20,21.6
,,예ㆍ체능계열,936,"1,059",29,32.28,36.52
,한신대학교,인문ㆍ사회계열,"4,252","4,358",130,32.71,33.52
,,자연과학계열,375,366,9,41.67,40.67
,,공학계열,893,867,26,34.35,33.35
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,140,118,5,28,23.6
,한양대학교,예ㆍ체능계열,"2,129","2,315",66,32.26,35.08
,,공학계열,"8,668","9,775",257,33.73,38.04
,,자연과학계열,"2,623","2,736",128,20.49,21.38
,,인문ㆍ사회계열,"9,091","10,327",343,26.5,30.11
,,의학계열,703,660,211,3.33,3.13
,한양대학교(ERICA) _분교,공학계열,"3,853","4,526",180,21.41,25.14
,,자연과학계열,"1,020",789,33,30.91,23.91
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,658","1,619",36,46.06,44.97
,,인문ㆍ사회계열,"3,227","3,839",140,23.05,27.42
,한일장신대학교,인문ㆍ사회계열,"1,147",992,31,37,32
,,예ㆍ체능계열,144,113,7,20.57,16.14
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,196,176,7,28,25.14
,한중대학교,자연과학계열,503,351,13,38.69,27
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,595,140,7,85,20
,,공학계열,540,102,13,41.54,7.85
,,인문ㆍ사회계열,"1,149",264,34,33.79,7.76
,협성대학교,예ㆍ체능계열,831,762,37,22.46,20.59
,,자연과학계열,218,227,5,43.6,45.4
,,공학계열,550,496,17,32.35,29.18
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,467","3,144",104,33.34,30.23
,호남대학교,인문ㆍ사회계열,"2,997","3,453",110,27.25,31.39
,,자연과학계열,"1,708","1,730",57,29.96,30.35
,,공학계열,"1,501","1,570",68,22.07,23.09
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,310","1,426",45,29.11,31.69
,호남신학대학교,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,270,230,10,27,23
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,161",922,28,41.46,32.93
,,의학계열,0,0,0,0,0
,호서대학교,예ㆍ체능계열,"1,931","1,819",57,33.88,31.91
,,의학계열,0,0,0,0,0
,,공학계열,"5,141","4,923",169,30.42,29.13
,,자연과학계열,"1,728","1,681",65,26.58,25.86
,,인문ㆍ사회계열,"5,391","5,439",186,28.98,29.24
,호원대학교,공학계열,"1,203","1,168",41,29.34,28.49
,,자연과학계열,"1,141","1,182",32,35.66,36.94
,,인문ㆍ사회계열,"1,572","1,832",61,25.77,30.03
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,396","1,557",44,31.73,35.39
,홍익대학교,예ㆍ체능계열,"4,673","5,018",159,29.39,31.56
,,공학계열,"6,208","6,284",195,31.84,32.23
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"4,262","5,167",173,24.64,29.87
,,자연과학계열,148,157,6,24.67,26.17
,홍익대학교 _제2캠퍼스,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,438","1,657",56,25.68,29.59
,,공학계열,"3,093","2,733",95,32.56,28.77
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,453","1,936",63,23.06,30.73
,화성의과학대학교,예ㆍ체능계열,193,93,7,27.57,13.29
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,386,289,16,24.13,18.06
,,인문ㆍ사회계열,579,323,20,28.95,16.15
2016,가야대학교(고령) _제2캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,가야대학교(김해),의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,324","1,169",49,27.02,23.86
,,자연과학계열,"1,674","1,580",44,38.05,35.91
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,가천대학교,의학계열,624,590,207,3.01,2.85
,,공학계열,"5,716","6,522",192,29.77,33.97
,,인문ㆍ사회계열,"7,306","8,760",227,32.19,38.59
,,예ㆍ체능계열,"1,811","2,033",51,35.51,39.86
,,자연과학계열,"3,464","3,674",179,19.35,20.53
,가톨릭관동대학교,예ㆍ체능계열,"1,356","1,167",45,30.13,25.93
,,의학계열,251,249,106,2.37,2.35
,,공학계열,"2,027","1,839",64,31.67,28.73
,,인문ㆍ사회계열,"5,743","5,375",163,35.23,32.98
,,자연과학계열,803,847,54,14.87,15.69
,가톨릭꽃동네대학교,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,458,384,16,28.63,24
,,의학계열,0,0,0,0,0
,,자연과학계열,160,171,6,26.67,28.5
,,공학계열,0,0,0,0,0
,가톨릭대학교,예ㆍ체능계열,205,212,4,51.25,53
,,의학계열,0,0,0,0,0
,,공학계열,"1,475","1,538",40,36.88,38.45
,,인문ㆍ사회계열,"5,306","5,388",147,36.1,36.65
,,자연과학계열,"1,449","1,627",58,24.98,28.05
,가톨릭대학교 _제2캠퍼스,자연과학계열,"1,321","1,363",90,14.68,15.14
,,공학계열,0,0,0,0,0
,,의학계열,"1,445","1,465",786,1.84,1.86
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,246,192,4,61.5,48
,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,402,343,23,17.48,14.91
,,예ㆍ체능계열,56,34,2,28,17
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,감리교신학대학교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,788","1,944",27,66.22,72
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,강남대학교,공학계열,983,978,29,33.9,33.72
,,인문ㆍ사회계열,"5,686","5,952",189,30.08,31.49
,,자연과학계열,3,4,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,660,627,21,31.43,29.86
,강서대학교,인문ㆍ사회계열,"1,378","1,339",42,32.81,31.88
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,65,71,3,21.67,23.67
,,예ㆍ체능계열,140,145,7,20,20.71
,강원대학교,의학계열,868,891,143,6.07,6.23
,,자연과학계열,"6,530","6,411",273,23.92,23.48
,,인문ㆍ사회계열,"6,189","6,593",226,27.38,29.17
,,공학계열,"3,390","3,712",124,27.34,29.94
,,예ㆍ체능계열,"1,129","1,040",27,41.81,38.52
,강원대학교 _제2캠퍼스,예ㆍ체능계열,928,858,23,40.35,37.3
,,공학계열,"3,396","3,037",95,35.75,31.97
,,인문ㆍ사회계열,"1,124","1,057",48,23.42,22.02
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,567","1,529",37,42.35,41.32
,건국대학교,예ㆍ체능계열,"2,055","2,210",48,42.81,46.04
,,공학계열,"4,718","5,348",173,27.27,30.91
,,자연과학계열,"3,591","3,712",151,23.78,24.58
,,인문ㆍ사회계열,"7,994","9,709",308,25.95,31.52
,,의학계열,625,647,32,19.53,20.22
,건국대학교(글로컬) _분교,예ㆍ체능계열,"1,857","1,976",50,37.14,39.52
,,공학계열,916,"1,103",32,28.63,34.47
,,자연과학계열,"1,481","1,603",100,14.81,16.03
,,인문ㆍ사회계열,"3,423","4,071",103,33.23,39.52
,,의학계열,336,334,199,1.69,1.68
,건양대학교,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,781","2,985",105,26.49,28.43
,,공학계열,900,885,36,25,24.58
,,자연과학계열,437,469,12,36.42,39.08
,,예ㆍ체능계열,160,158,5,32,31.6
,건양대학교 _제2캠퍼스,자연과학계열,"2,345","2,487",82,28.6,30.33
,,인문ㆍ사회계열,560,605,10,56,60.5
,,공학계열,762,861,32,23.81,26.91
,,의학계열,299,350,117,2.56,2.99
,,예ㆍ체능계열,0,0,0,0,0
,경기대학교,예ㆍ체능계열,"1,860","1,716",58,32.07,29.59
,,의학계열,0,0,0,0,0
,,공학계열,"2,998","3,174",88,34.07,36.07
,,자연과학계열,"1,488","1,538",52,28.62,29.58
,,인문ㆍ사회계열,"8,026","8,944",262,30.63,34.14
,경기대학교 _제2캠퍼스,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,425,467,17,25,27.47
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,323","1,545",23,57.52,67.17
,경남과학기술대학교,자연과학계열,"1,502","1,485",50,30.04,29.7
,,공학계열,"2,377","2,068",76,31.28,27.21
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,128,109,5,25.6,21.8
,,인문ㆍ사회계열,"1,829","1,685",48,38.1,35.1
,경남대학교,의학계열,0,0,0,0,0
,,공학계열,"3,847","3,350",110,34.97,30.45
,,자연과학계열,"1,823","1,763",62,29.4,28.44
,,예ㆍ체능계열,929,932,31,29.97,30.06
,,인문ㆍ사회계열,"7,918","7,756",250,31.67,31.02
,경동대학교,예ㆍ체능계열,193,133,4,48.25,33.25
,,인문ㆍ사회계열,"2,085","2,110",77,27.08,27.4
,,자연과학계열,"1,270","1,064",24,52.92,44.33
,,공학계열,563,479,23,24.48,20.83
,,의학계열,0,0,0,0,0
,경동대학교 _제2캠퍼스,자연과학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,경동대학교 _제3캠퍼스,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,"2,230","2,275",72,30.97,31.6
,,의학계열,0,0,0,0,0
,경동대학교 _제4캠퍼스,자연과학계열,0,0,0,0,0
,,공학계열,198,222,10,19.8,22.2
,,예ㆍ체능계열,99,117,6,16.5,19.5
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,603,614,28,21.54,21.93
,경북대학교,예ㆍ체능계열,"1,216","1,348",45,27.02,29.96
,,인문ㆍ사회계열,"10,081","11,078",318,31.7,34.84
,,자연과학계열,"8,632","8,947",306,28.21,29.24
,,의학계열,"2,061","2,147",317,6.5,6.77
,,공학계열,"8,123","9,907",276,29.43,35.89
,경상국립대학교,의학계열,958,"1,020",181,5.29,5.64
,,예ㆍ체능계열,486,432,19,25.58,22.74
,,인문ㆍ사회계열,"5,820","6,295",214,27.2,29.42
,,자연과학계열,"5,005","4,979",210,23.83,23.71
,,공학계열,"5,174","5,568",183,28.27,30.43
,경성대학교,자연과학계열,"1,696","1,699",47,36.09,36.15
,,인문ㆍ사회계열,"6,435","6,775",220,29.25,30.8
,,예ㆍ체능계열,"2,502","2,468",83,30.14,29.73
,,의학계열,0,0,0,0,0
,,공학계열,"2,706","2,784",100,27.06,27.84
,경운대학교,예ㆍ체능계열,969,683,32,30.28,21.34
,,의학계열,0,0,0,0,0
,,공학계열,"1,033",715,44,23.48,16.25
,,인문ㆍ사회계열,"1,385","1,224",50,27.7,24.48
,,자연과학계열,"1,926","1,762",68,28.32,25.91
,경운대학교(산업대),자연과학계열,0,136,0,0,0
,,예ㆍ체능계열,0,149,0,0,0
,,인문ㆍ사회계열,0,226,0,0,0
,,공학계열,0,216,0,0,0
,,의학계열,0,0,0,0,0
,경인교육대학교,공학계열,0,0,0,0,0
,,예ㆍ체능계열,476,636,25,19.04,25.44
,,인문ㆍ사회계열,"4,380","2,293",68,64.41,33.72
,,자연과학계열,879,"1,031",39,22.54,26.44
,,의학계열,0,0,0,0,0
,경인교육대학교 _제2캠퍼스,예ㆍ체능계열,0,298,0,0,0
,,자연과학계열,0,354,0,0,0
,,인문ㆍ사회계열,0,666,0,0,0
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,경일대학교,공학계열,"3,226","3,314",127,25.4,26.09
,,자연과학계열,760,742,20,38,37.1
,,예ㆍ체능계열,"1,017","1,107",36,28.25,30.75
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,100","2,226",70,30,31.8
,경희대학교,예ㆍ체능계열,"4,672","5,108",94,49.7,54.34
,,의학계열,"2,538","2,575",322,7.88,8
,,공학계열,"4,791","5,716",166,28.86,34.43
,,자연과학계열,"5,659","6,275",368,15.38,17.05
,,인문ㆍ사회계열,"12,830","16,535",469,27.36,35.26
,계명대학교,의학계열,443,470,171,2.59,2.75
,,공학계열,"3,802","4,011",128,29.7,31.34
,,인문ㆍ사회계열,"11,861","13,340",368,32.23,36.25
,,예ㆍ체능계열,"4,202","4,308",105,40.02,41.03
,,자연과학계열,"3,068","3,188",126,24.35,25.3
,고려대학교,자연과학계열,"6,117","5,768",295,20.74,19.55
,,예ㆍ체능계열,617,687,17,36.29,40.41
,,공학계열,"7,742","8,155",260,29.78,31.37
,,인문ㆍ사회계열,"15,617","18,229",511,30.56,35.67
,,의학계열,920,987,363,2.53,2.72
,고려대학교(세종) _분교,공학계열,"1,703","1,916",55,30.96,34.84
,,자연과학계열,"1,247","1,353",66,18.89,20.5
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,444,513,9,49.33,57
,,인문ㆍ사회계열,"4,081","4,323",150,27.21,28.82
,고신대학교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"3,076","3,197",108,28.48,29.6
,,의학계열,464,459,157,2.96,2.92
,,예ㆍ체능계열,424,391,9,47.11,43.44
,,자연과학계열,"1,498","1,448",33,45.39,43.88
,공주교육대학교,자연과학계열,677,585,24,28.21,24.38
,,인문ㆍ사회계열,"1,198","1,139",44,27.23,25.89
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,402,390,19,21.16,20.53
,,공학계열,0,0,0,0,0
,광신대학교,예ㆍ체능계열,176,122,8,22,15.25
,,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,"1,250","1,035",42,29.76,24.64
,,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,광운대학교,예ㆍ체능계열,214,229,10,21.4,22.9
,,공학계열,"4,391","4,876",147,29.87,33.17
,,인문ㆍ사회계열,"3,952","4,489",135,29.27,33.25
,,자연과학계열,715,786,39,18.33,20.15
,,의학계열,0,0,0,0,0
,광주가톨릭대학교,의학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,220,119,16,13.75,7.44
,광주과학기술원,자연과학계열,"1,155","1,085",66,17.5,16.44
,,공학계열,"1,259","1,465",91,13.84,16.1
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,광주교육대학교,예ㆍ체능계열,103,328,21,4.9,15.62
,,자연과학계열,263,551,20,13.15,27.55
,,공학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"2,153","1,560",38,56.66,41.05
,광주대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,260","1,243",41,30.73,30.32
,,인문ㆍ사회계열,"4,171","4,665",146,28.57,31.95
,,자연과학계열,"1,039",996,26,39.96,38.31
,,공학계열,"1,156","1,103",46,25.13,23.98
,광주여자대학교,의학계열,0,0,0,0,0
,,공학계열,25,16,0,0,0
,,인문ㆍ사회계열,"1,746","1,786",68,25.68,26.26
,,자연과학계열,"2,103","2,153",60,35.05,35.88
,,예ㆍ체능계열,244,250,10,24.4,25
,국립강릉원주대학교,인문ㆍ사회계열,"2,579","2,538",95,27.15,26.72
,,예ㆍ체능계열,781,649,28,27.89,23.18
,,자연과학계열,"2,341","2,220",90,26.01,24.67
,,공학계열,"1,013","1,073",36,28.14,29.81
,,의학계열,251,245,41,6.12,5.98
,국립강릉원주대학교 _제2캠퍼스,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,583,497,21,27.76,23.67
,,자연과학계열,333,324,11,30.27,29.45
,,공학계열,"1,302","1,263",59,22.07,21.41
,,예ㆍ체능계열,101,123,0,0,0
,국립경국대학교,인문ㆍ사회계열,"2,874","2,634",86,33.42,30.63
,,의학계열,0,0,0,0,0
,,공학계열,"2,039","2,137",83,24.57,25.75
,,자연과학계열,"2,150","2,088",86,25,24.28
,,예ㆍ체능계열,493,468,18,27.39,26
,국립공주대학교,공학계열,"4,651","5,025",182,25.55,27.61
,,인문ㆍ사회계열,"4,996","5,374",151,33.09,35.59
,,예ㆍ체능계열,"1,323","1,420",49,27,28.98
,,자연과학계열,"4,838","5,030",173,27.97,29.08
,,의학계열,0,0,0,0,0
,국립군산대학교,자연과학계열,"2,058","1,999",97,21.22,20.61
,,인문ㆍ사회계열,"2,901","2,512",91,31.88,27.6
,,공학계열,"3,462","3,411",136,25.46,25.08
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,649,658,20,32.45,32.9
,국립금오공과대학교,공학계열,"5,618","6,457",192,29.26,33.63
,,인문ㆍ사회계열,523,466,22,23.77,21.18
,,자연과학계열,281,294,6,46.83,49
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,국립목포대학교,자연과학계열,"1,814","1,776",77,23.56,23.06
,,예ㆍ체능계열,490,488,19,25.79,25.68
,,인문ㆍ사회계열,"3,965","3,933",117,33.89,33.62
,,의학계열,0,0,0,0,0
,,공학계열,"2,550","2,603",101,25.25,25.77
,국립목포해양대학교,공학계열,"2,827","2,810",111,25.47,25.32
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,국립부경대학교,인문ㆍ사회계열,"5,563","6,740",157,35.43,42.93
,,공학계열,"8,577","9,919",294,29.17,33.74
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,681,730,16,42.56,45.63
,,자연과학계열,"3,176","3,301",132,24.06,25.01
,국립순천대학교,인문ㆍ사회계열,"3,085","3,158",90,34.28,35.09
,,예ㆍ체능계열,796,818,30,26.53,27.27
,,의학계열,0,0,0,0,0
,,공학계열,"2,216","2,084",80,27.7,26.05
,,자연과학계열,"2,701","2,587",122,22.14,21.2
,국립창원대학교,인문ㆍ사회계열,"4,577","4,803",122,37.52,39.37
,,의학계열,0,0,0,0,0
,,공학계열,"3,352","3,529",121,27.7,29.17
,,자연과학계열,"1,502","1,320",62,24.23,21.29
,,예ㆍ체능계열,831,813,28,29.68,29.04
,국립한국교통대학교,예ㆍ체능계열,463,420,17,27.24,24.71
,,의학계열,0,0,0,0,0
,,공학계열,"5,637","5,841",189,29.83,30.9
,,자연과학계열,828,834,21,39.43,39.71
,,인문ㆍ사회계열,"2,308","2,382",89,25.93,26.76
,국립한국해양대학교,인문ㆍ사회계열,"1,532","1,789",61,25.11,29.33
,,자연과학계열,402,456,15,26.8,30.4
,,예ㆍ체능계열,114,115,5,22.8,23
,,의학계열,0,0,0,0,0
,,공학계열,"4,806","5,428",190,25.29,28.57
,국립한밭대학교,인문ㆍ사회계열,"1,987","1,918",58,34.26,33.07
,,자연과학계열,0,1,0,0,0
,,공학계열,"6,036","5,299",188,32.11,28.19
,,예ㆍ체능계열,467,440,15,31.13,29.33
,,의학계열,0,0,0,0,0
,국민대학교,자연과학계열,"1,529","1,676",71,21.54,23.61
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"7,415","9,432",319,23.24,29.57
,,공학계열,"3,848","4,510",145,26.54,31.1
,,예ㆍ체능계열,"3,812","3,712",118,32.31,31.46
,극동대학교,자연과학계열,985,"1,011",26,37.88,38.88
,,공학계열,776,666,26,29.85,25.62
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,924,826,22,42,37.55
,,인문ㆍ사회계열,"1,950","1,834",77,25.32,23.82
,금강대학교,공학계열,20,20,1,20,20
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,675,542,27,25,20.07
,,의학계열,0,0,0,0,0
,김천대학교,자연과학계열,"2,679","2,585",70,38.27,36.93
,,공학계열,160,129,6,26.67,21.5
,,인문ㆍ사회계열,"1,009",977,52,19.4,18.79
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,100,81,3,33.33,27
,나사렛대학교,예ㆍ체능계열,625,690,21,29.76,32.86
,,의학계열,0,0,0,0,0
,,자연과학계열,"1,178","1,151",32,36.81,35.97
,,인문ㆍ사회계열,"3,867","4,111",116,33.34,35.44
,,공학계열,0,0,0,0,0
,남부대학교,의학계열,0,0,0,0,0
,,공학계열,266,253,17,15.65,14.88
,,자연과학계열,"1,914","1,945",62,30.87,31.37
,,예ㆍ체능계열,558,442,14,39.86,31.57
,,인문ㆍ사회계열,793,868,31,25.58,28
,남서울대학교,공학계열,"2,638","1,954",82,32.17,23.83
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,678","1,459",53,31.66,27.53
,,인문ㆍ사회계열,"4,980","4,688",178,27.98,26.34
,,자연과학계열,822,817,25,32.88,32.68
,남서울대학교(산업대),의학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,713,0,0,0
,,공학계열,0,512,0,0,0
,,예ㆍ체능계열,0,264,0,0,0
,,자연과학계열,0,32,0,0,0
,단국대학교,예ㆍ체능계열,"2,281","2,256",76,30.01,29.68
,,공학계열,"3,876","4,068",127,30.52,32.03
,,자연과학계열,501,599,34,14.74,17.62
,,의학계열,13,9,5,2.6,1.8
,,인문ㆍ사회계열,"7,896","8,750",260,30.37,33.65
,단국대학교 _제2캠퍼스,의학계열,665,658,207,3.21,3.18
,,공학계열,"1,255","1,840",61,20.57,30.16
,,자연과학계열,"4,240","3,889",191,22.2,20.36
,,인문ㆍ사회계열,"3,805","4,557",136,27.98,33.51
,,예ㆍ체능계열,"1,796","1,890",64,28.06,29.53
,단국대학교(천안) _분교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,대구가톨릭대학교,예ㆍ체능계열,"1,922","1,938",59,32.58,32.85
,,의학계열,254,251,145,1.75,1.73
,,자연과학계열,"3,764","4,091",138,27.28,29.64
,,인문ㆍ사회계열,"6,731","7,401",243,27.7,30.46
,,공학계열,"2,121","2,401",69,30.74,34.8
,대구경북과학기술원,인문ㆍ사회계열,0,0,0,0,0
,,공학계열,405,336,25,16.2,13.44
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,자연과학계열,990,764,45,22,16.98
,대구교육대학교,예ㆍ체능계열,464,470,20,23.2,23.5
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,772,796,26,29.69,30.62
,,인문ㆍ사회계열,"1,839","1,820",45,40.87,40.44
,대구대학교,예ㆍ체능계열,"1,737","1,699",51,34.06,33.31
,,자연과학계열,"4,553","4,526",122,37.32,37.1
,,공학계열,"3,611","3,850",117,30.86,32.91
,,의학계열,0,0,0,0,0
,,인문ㆍ사회계열,"10,651","11,165",360,29.59,31.01
,대구예술대학교,예ㆍ체능계열,"1,850","1,432",47,39.36,30.47
,,의학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,인문ㆍ사회계열,0,0,0,0,0
,대구외국어대학교,인문ㆍ사회계열,520,334,15,34.67,22.27
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,대구한의대학교,예ㆍ체능계열,700,700,20,35,35
,,자연과학계열,"3,109","3,218",141,22.05,22.82
,,공학계열,668,658,12,55.67,54.83
,,인문ㆍ사회계열,"2,100","2,206",66,31.82,33.42
,,의학계열,536,545,16,33.5,34.06
,대신대학교,공학계열,0,0,0,0,0
,,인문ㆍ사회계열,668,491,18,37.11,27.28
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,169,98,9,18.78,10.89
,,자연과학계열,0,0,0,0,0
,대전가톨릭대학교,인문ㆍ사회계열,295,140,12,24.58,11.67
,,예ㆍ체능계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,대전대학교,자연과학계열,"1,935","1,984",71,27.25,27.94
,,의학계열,447,449,26,17.19,17.27
,,공학계열,"2,288","2,161",84,27.24,25.73
,,인문ㆍ사회계열,"5,545","5,710",164,33.81,34.82
,,예ㆍ체능계열,832,756,20,41.6,37.8
,대전신학교,인문ㆍ사회계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,공학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,대전신학대학교,공학계열,0,0,0,0,0
,,자연과학계열,0,0,0,0,0
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,0,0,0,0,0
,,인문ㆍ사회계열,414,330,10,41.4,33
,대진대학교,인문ㆍ사회계열,"3,989","4,157",135,29.55,30.79
,,자연과학계열,978,910,30,32.6,30.33
,,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"1,110",979,37,30,26.46
,,공학계열,"2,383","2,286",68,35.04,33.62
,덕성여자대학교,공학계열,360,387,10,36,38.7
,,예ㆍ체능계열,693,788,22,31.5,35.82
,,자연과학계열,"1,390","1,400",41,33.9,34.15
,,인문ㆍ사회계열,"3,364","3,846",118,28.51,32.59
,,의학계열,0,0,0,0,0
,동국대학교,인문ㆍ사회계열,"9,474","11,118",294,32.22,37.82
,,자연과학계열,"1,700","1,825",97,17.53,18.81
,,공학계열,"3,916","4,204",145,27.01,28.99
,,의학계열,162,136,98,1.65,1.39
,,예ㆍ체능계열,"1,521","1,699",38,40.03,44.71
,동국대학교(WISE) _분교,예ㆍ체능계열,623,643,14,44.5,45.93
,,인문ㆍ사회계열,"4,661","4,983",160,29.13,31.14
,,공학계열,"1,130","1,098",28,40.36,39.21
,,의학계열,642,664,106,6.06,6.26
,,자연과학계열,"1,665","1,638",79,21.08,20.73
,동덕여자대학교,의학계열,0,0,0,0,0
,,예ㆍ체능계열,"3,035","2,834",79,38.42,35.87
,,공학계열,0,0,0,0,0
,,자연과학계열,"1,384","1,419",39,35.49,36.38
,,인문ㆍ사회계열,"2,926","3,319",120,24.38,27.66
,동명대학교,의학계열,0,0,0,0,0
,,자연과학계열,630,649,17,37.06,38.18
,,인문ㆍ사회계열,"3,358","3,504",99,33.92,35.39
,,예ㆍ체능계열,955,970,28,34.11,34.64
,,공학계열,"3,227","3,636",139,23.22,26.16
,동서대학교,의학계열,0,0,0,0,0
,,공학계열,"3,182","3,242",118,26.97,27.47
,,자연과학계열,971,986,35,27.74,28.17
,,인문ㆍ사회계열,"4,787","5,311",139,34.44,38.21
,,예ㆍ체능계열,"1,821","2,021",71,25.65,28.46
,동신대학교,인문ㆍ사회계열,"2,703","2,901",102,26.5,28.44
,,자연과학계열,"2,490","2,707",79,31.52,34.27
,,공학계열,"1,425","1,370",50,28.5,27.4
,,의학계열,230,296,24,9.58,12.33
,,예ㆍ체능계열,616,609,26,23.69,23.42
,동아대학교,자연과학계열,"3,187","3,149",134,23.78,23.5
,,공학계열,"5,505","6,173",169,32.57,36.53
,,의학계열,361,353,142,2.54,2.49
,,예ㆍ체능계열,"2,363","2,236",63,37.51,35.49
,,인문ㆍ사회계열,"10,072","11,026",336,29.98,32.82
,동양대학교,자연과학계열,285,293,7,40.71,41.86
,,공학계열,"1,970","1,808",59,33.39,30.64
,,의학계열,0,0,0,0,0
