기준연도,학교종류,설립구분,지역,상태,학교,계열,학생정원,학생모집정지인원(B),재학생,정원내,정원외,재학생충원율,정원내 재학생 충원율(%){D/(A-B)}X100
2013,대학교,국립,경북,기존,국립금오공과대학교,공학계열,4834,0,6240,5683,557,129.1,117.6
2013,대학교,국립,경북,기존,국립금오공과대학교,자연과학계열,360,0,418,388,30,116.1,107.8
2013,대학교,국립,전남,기존,국립목포대학교,인문ㆍ사회계열,2804,0,3334,2938,396,118.9,104.8
2013,대학교,국립,전남,기존,국립목포대학교,공학계열,2302,0,2588,2285,303,112.4,99.3
2013,대학교,국립,전남,기존,국립목포대학교,자연과학계열,1620,0,1659,1504,155,102.4,92.8
2013,대학교,국립,전남,기존,국립목포대학교,예ㆍ체능계열,444,0,459,442,17,103.4,99.5
2013,대학교,국립,전남,기존,국립목포해양대학교,공학계열,2464,2,2438,2270,168,99,92.2
2013,대학교,국립,부산,기존,국립부경대학교,예ㆍ체능계열,492,0,558,531,27,113.4,107.9
2013,대학교,국립,부산,기존,국립부경대학교,공학계열,7295,0,8979,8271,708,123.1,113.4
2013,대학교,국립,부산,기존,국립부경대학교,인문ㆍ사회계열,3946,0,5459,4699,760,138.3,119.1
2013,대학교,국립,부산,기존,국립부경대학교,자연과학계열,2394,0,2629,2436,193,109.8,101.8
2013,대학교,국립,전남,기존,국립순천대학교,공학계열,1939,0,1988,1851,137,102.5,95.5
2013,대학교,국립,전남,기존,국립순천대학교,인문ㆍ사회계열,2281,0,2687,2378,309,117.8,104.3
2013,대학교,국립,전남,기존,국립순천대학교,자연과학계열,2296,0,2168,2016,152,94.4,87.8
2013,대학교,국립,전남,기존,국립순천대학교,예ㆍ체능계열,788,0,862,812,50,109.4,103
2013,대학교,국립,경남,기존,국립창원대학교,인문ㆍ사회계열,3159,0,3856,3376,480,122.1,106.9
2013,대학교,국립,경남,기존,국립창원대학교,자연과학계열,1373,0,1265,1208,57,92.1,88
2013,대학교,국립,경남,기존,국립창원대학교,공학계열,2454,0,3040,2840,200,123.9,115.7
2013,대학교,국립,경남,기존,국립창원대학교,예ㆍ체능계열,584,0,689,683,6,118,117
2013,대학교,국립,충북,기존,국립한국교통대학교,인문ㆍ사회계열,2095,0,1795,1642,153,85.7,78.4
2013,대학교,국립,충북,기존,국립한국교통대학교,공학계열,5507,0,4386,4022,364,79.6,73
2013,대학교,국립,충북,기존,국립한국교통대학교,예ㆍ체능계열,270,0,267,233,34,98.9,86.3
2013,대학교,국립,충북,기존,국립한국교통대학교,자연과학계열,653,0,639,569,70,97.9,87.1
2013,대학교,국립,부산,기존,국립한국해양대학교,인문ㆍ사회계열,1280,0,1797,1483,314,140.4,115.9
2013,대학교,국립,부산,기존,국립한국해양대학교,예ㆍ체능계열,100,0,97,93,4,97,93
2013,대학교,국립,부산,기존,국립한국해양대학교,공학계열,3423,0,4020,3664,356,117.4,107
2013,대학교,국립,부산,기존,국립한국해양대학교,자연과학계열,787,0,951,782,169,120.8,99.4
2013,대학교,국립,대전,기존,국립한밭대학교,인문ㆍ사회계열,920,0,884,758,126,96.1,82.4
2013,대학교,국립,대전,기존,국립한밭대학교,공학계열,2696,0,2251,2072,179,83.5,76.9
2013,대학교,국립,대전,기존,국립한밭대학교,예ㆍ체능계열,230,0,206,196,10,89.6,85.2
2013,대학교,사립,서울,기존,국민대학교,인문ㆍ사회계열,5477,0,7813,6095,1718,142.7,111.3
2013,대학교,사립,서울,기존,국민대학교,예ㆍ체능계열,2216,0,2407,2211,196,108.6,99.8
2013,대학교,사립,서울,기존,국민대학교,공학계열,2983,0,3712,3177,535,124.4,106.5
2013,대학교,사립,서울,기존,국민대학교,자연과학계열,1311,0,1475,1253,222,112.5,95.6
2013,대학교,사립,충북,기존,극동대학교,자연과학계열,975,0,944,836,108,96.8,85.7
2013,대학교,사립,충북,기존,극동대학교,공학계열,575,0,533,501,32,92.7,87.1
2013,대학교,사립,충북,기존,극동대학교,예ㆍ체능계열,970,0,870,833,37,89.7,85.9
2013,대학교,사립,충북,기존,극동대학교,인문ㆍ사회계열,1880,0,2020,1859,161,107.4,98.9
2013,대학교,사립,충남,기존,금강대학교,인문ㆍ사회계열,530,0,409,394,15,77.2,74.3
2013,대학교,사립,경북,기존,김천대학교,인문ㆍ사회계열,1278,0,855,766,89,66.9,59.9
2013,대학교,사립,경북,기존,김천대학교,예ㆍ체능계열,115,0,77,76,1,67,66.1
2013,대학교,사립,경북,기존,김천대학교,공학계열,160,0,80,73,7,50,45.6
2013,대학교,사립,경북,기존,김천대학교,자연과학계열,2512,0,2027,1788,239,80.7,71.2
2013,대학교,사립,충남,기존,나사렛대학교,자연과학계열,1580,0,1487,1344,143,94.1,85.1
2013,대학교,사립,충남,기존,나사렛대학교,예ㆍ체능계열,379,0,385,346,39,101.6,91.3
2013,대학교,사립,충남,기존,나사렛대학교,인문ㆍ사회계열,3437,0,3886,3330,556,113.1,96.9
2013,대학교,사립,광주,기존,남부대학교,인문ㆍ사회계열,722,0,680,607,73,94.2,84.1
2013,대학교,사립,광주,기존,남부대학교,자연과학계열,1675,68,1814,1469,345,112.9,91.4
2013,대학교,사립,광주,기존,남부대학교,예ㆍ체능계열,639,10,485,462,23,77.1,73.4
2013,대학교,사립,광주,기존,남부대학교,공학계열,240,0,205,179,26,85.4,74.6
2013,대학교,사립,충남,기존,남서울대학교,공학계열,1270,0,1003,930,73,79,73.2
2013,대학교,사립,충남,기존,남서울대학교,예ㆍ체능계열,849,0,713,676,37,84,79.6
2013,대학교,사립,충남,기존,남서울대학교,인문ㆍ사회계열,2456,0,2272,2075,197,92.5,84.5
2013,대학교,사립,충남,기존,남서울대학교,자연과학계열,325,0,330,307,23,101.5,94.5
2013,산업대학,사립,충남,폐교,남서울대학교(산업대),자연과학계열,280,0,295,269,26,105.4,96.1
2013,산업대학,사립,충남,폐교,남서울대학교(산업대),예ㆍ체능계열,880,0,1072,1007,65,121.8,114.4
2013,산업대학,사립,충남,폐교,남서울대학교(산업대),공학계열,1300,0,1386,1262,124,106.6,97.1
2013,산업대학,사립,충남,폐교,남서울대학교(산업대),인문ㆍ사회계열,2820,0,3514,3193,321,124.6,113.2
2013,대학교,사립,경기,기존,단국대학교,공학계열,2837,0,3586,3196,390,126.4,112.7
2013,대학교,사립,경기,기존,단국대학교,자연과학계열,870,0,1011,909,102,116.2,104.5
2013,대학교,사립,경기,기존,단국대학교,예ㆍ체능계열,1520,0,1618,1560,58,106.4,102.6
2013,대학교,사립,경기,기존,단국대학교,인문ㆍ사회계열,4343,0,6012,5091,921,138.4,117.2
2013,대학교,사립,충남,기존,단국대학교(천안) _분교,자연과학계열,2679,0,2864,2638,226,106.9,98.5
2013,대학교,사립,충남,기존,단국대학교(천안) _분교,공학계열,1848,0,2246,2032,214,121.5,110
2013,대학교,사립,충남,기존,단국대학교(천안) _분교,인문ㆍ사회계열,3934,0,4866,4261,605,123.7,108.3
2013,대학교,사립,충남,기존,단국대학교(천안) _분교,의학계열,440,0,476,437,39,108.2,99.3
2013,대학교,사립,충남,기존,단국대학교(천안) _분교,예ㆍ체능계열,1860,0,2010,1890,120,108.1,101.6
2013,대학교,사립,경북,기존,대구가톨릭대학교,인문ㆍ사회계열,5710,0,6469,5845,624,113.3,102.4
2013,대학교,사립,경북,기존,대구가톨릭대학교,자연과학계열,3348,0,3734,3302,432,111.5,98.6
2013,대학교,사립,경북,기존,대구가톨릭대학교,공학계열,1920,0,2081,1893,188,108.4,98.6
2013,대학교,사립,경북,기존,대구가톨릭대학교,의학계열,160,0,183,169,14,114.4,105.6
2013,대학교,사립,경북,기존,대구가톨릭대학교,예ㆍ체능계열,1536,0,1516,1495,21,98.7,97.3
2013,교육대학,국립,대구,기존,대구교육대학교,인문ㆍ사회계열,815,0,881,814,67,108.1,99.9
2013,교육대학,국립,대구,기존,대구교육대학교,예ㆍ체능계열,338,0,363,331,32,107.4,97.9
2013,교육대학,국립,대구,기존,대구교육대학교,자연과학계열,526,0,568,514,54,108,97.7
2013,대학교,사립,경북,기존,대구대학교,인문ㆍ사회계열,8984,0,10041,9089,952,111.8,101.2
2013,대학교,사립,경북,기존,대구대학교,공학계열,3790,0,4148,3723,425,109.4,98.2
2013,대학교,사립,경북,기존,대구대학교,예ㆍ체능계열,1640,0,1755,1633,122,107,99.6
2013,대학교,사립,경북,기존,대구대학교,자연과학계열,3768,0,3886,3572,314,103.1,94.8
2013,대학교,사립,경북,기존,대구예술대학교,예ㆍ체능계열,1918,0,1383,1335,48,72.1,69.6
2013,대학교,사립,경북,기존,대구외국어대학교,인문ㆍ사회계열,520,0,372,365,7,71.5,70.2
2013,대학교,사립,경북,기존,대구한의대학교,자연과학계열,3000,0,2997,2787,210,99.9,92.9
2013,대학교,사립,경북,기존,대구한의대학교,예ㆍ체능계열,680,0,599,571,28,88.1,84
2013,대학교,사립,경북,기존,대구한의대학교,공학계열,832,0,757,720,37,91,86.5
2013,대학교,사립,경북,기존,대구한의대학교,인문ㆍ사회계열,2060,0,2048,1907,141,99.4,92.6
2013,대학교,사립,경북,기존,대구한의대학교,의학계열,432,0,446,417,29,103.2,96.5
2013,대학교,사립,경북,기존,대신대학교,인문ㆍ사회계열,380,0,281,273,8,73.9,71.8
2013,대학교,사립,경북,기존,대신대학교,예ㆍ체능계열,175,0,107,107,0,61.1,61.1
2013,대학교,사립,세종,기존,대전가톨릭대학교,인문ㆍ사회계열,160,0,77,74,3,48.1,46.3
2013,대학교,사립,대전,기존,대전대학교,예ㆍ체능계열,805,0,621,614,7,77.1,76.3
2013,대학교,사립,대전,기존,대전대학교,의학계열,288,0,308,275,33,106.9,95.5
2013,대학교,사립,대전,기존,대전대학교,공학계열,2106,0,2065,1888,177,98.1,89.6
2013,대학교,사립,대전,기존,대전대학교,인문ㆍ사회계열,4854,0,5164,4749,415,106.4,97.8
2013,대학교,사립,대전,기존,대전대학교,자연과학계열,1670,0,1836,1608,228,109.9,96.3
2013,대학교,사립,대전,기존,대전신학대학교,인문ㆍ사회계열,240,0,178,173,5,74.2,72.1
2013,대학교,사립,경기,기존,대진대학교,예ㆍ체능계열,1174,0,1138,1069,69,96.9,91.1
2013,대학교,사립,경기,기존,대진대학교,공학계열,2317,0,2247,2033,214,97,87.7
2013,대학교,사립,경기,기존,대진대학교,인문ㆍ사회계열,3480,0,3934,3505,429,113,100.7
2013,대학교,사립,경기,기존,대진대학교,자연과학계열,829,0,755,718,37,91.1,86.6
2013,대학교,사립,서울,기존,덕성여자대학교,자연과학계열,1250,0,1373,1225,148,109.8,98
2013,대학교,사립,서울,기존,덕성여자대학교,예ㆍ체능계열,687,0,770,694,76,112.1,101
2013,대학교,사립,서울,기존,덕성여자대학교,공학계열,362,0,378,328,50,104.4,90.6
2013,대학교,사립,서울,기존,덕성여자대학교,인문ㆍ사회계열,2861,0,3910,3428,482,136.7,119.8
2013,대학교,사립,서울,기존,동국대학교,예ㆍ체능계열,960,0,1115,1007,108,116.1,104.9
2013,대학교,사립,서울,기존,동국대학교,인문ㆍ사회계열,5295,0,7509,5985,1524,141.8,113
2013,대학교,사립,서울,기존,동국대학교,자연과학계열,1474,0,1527,1312,215,103.6,89
2013,대학교,사립,서울,기존,동국대학교,공학계열,3131,0,3707,3181,526,118.4,101.6
2013,대학교,사립,경북,기존,동국대학교(WISE) _분교,공학계열,1025,0,1017,913,104,99.2,89.1
2013,대학교,사립,경북,기존,동국대학교(WISE) _분교,자연과학계열,1575,0,1626,1476,150,103.2,93.7
2013,대학교,사립,경북,기존,동국대학교(WISE) _분교,인문ㆍ사회계열,4233,0,4870,4320,550,115,102.1
2013,대학교,사립,경북,기존,동국대학교(WISE) _분교,의학계열,364,2,412,353,59,113.8,97.5
2013,대학교,사립,경북,기존,동국대학교(WISE) _분교,예ㆍ체능계열,615,0,599,590,9,97.4,95.9
2013,대학교,사립,서울,기존,동덕여자대학교,예ㆍ체능계열,2560,0,2695,2595,100,105.3,101.4
2013,대학교,사립,서울,기존,동덕여자대학교,자연과학계열,1280,0,1457,1250,207,113.8,97.7
2013,대학교,사립,서울,기존,동덕여자대학교,인문ㆍ사회계열,2948,0,3935,3302,633,133.5,112
2013,대학교,사립,부산,기존,동명대학교,공학계열,3540,0,3639,3278,361,102.8,92.6
2013,대학교,사립,부산,기존,동명대학교,예ㆍ체능계열,1100,0,937,867,70,85.2,78.8
2013,대학교,사립,부산,기존,동명대학교,자연과학계열,560,0,743,662,81,132.7,118.2
2013,대학교,사립,부산,기존,동명대학교,인문ㆍ사회계열,3320,0,3491,3051,440,105.2,91.9
2013,대학교,사립,부산,기존,동서대학교,공학계열,3160,0,3088,2890,198,97.7,91.5
2013,대학교,사립,부산,기존,동서대학교,자연과학계열,775,0,785,706,79,101.3,91.1
2013,대학교,사립,부산,기존,동서대학교,인문ㆍ사회계열,4945,0,5644,5039,605,114.1,101.9
2013,대학교,사립,부산,기존,동서대학교,예ㆍ체능계열,1685,0,1824,1711,113,108.2,101.5
2013,대학교,사립,전남,기존,동신대학교,인문ㆍ사회계열,2505,0,2556,2359,197,102,94.2
2013,대학교,사립,전남,기존,동신대학교,의학계열,160,0,208,155,53,130,96.9
2013,대학교,사립,전남,기존,동신대학교,예ㆍ체능계열,445,0,351,337,14,78.9,75.7
2013,대학교,사립,전남,기존,동신대학교,자연과학계열,2645,0,2793,2415,378,105.6,91.3
2013,대학교,사립,전남,기존,동신대학교,공학계열,1225,0,994,944,50,81.1,77.1
2013,대학교,사립,부산,기존,동아대학교,공학계열,5025,0,6085,5412,673,121.1,107.7
2013,대학교,사립,부산,기존,동아대학교,의학계열,96,0,96,93,3,100,96.9
2013,대학교,사립,부산,기존,동아대학교,인문ㆍ사회계열,7930,0,9952,8958,994,125.5,113
2013,대학교,사립,부산,기존,동아대학교,자연과학계열,2928,0,3005,2792,213,102.6,95.4
2013,대학교,사립,부산,기존,동아대학교,예ㆍ체능계열,2352,0,2210,2140,70,94,91
2013,대학교,사립,경북,기존,동양대학교,공학계열,2045,0,1815,1714,101,88.8,83.8
2013,대학교,사립,경북,기존,동양대학교,자연과학계열,165,0,183,154,29,110.9,93.3
2013,대학교,사립,경북,기존,동양대학교,예ㆍ체능계열,409,0,307,299,8,75.1,73.1
2013,대학교,사립,경북,기존,동양대학교,인문ㆍ사회계열,1980,0,2057,1850,207,103.9,93.4
2013,대학교,사립,부산,기존,동의대학교,예ㆍ체능계열,1615,0,1396,1386,10,86.4,85.8
2013,대학교,사립,부산,기존,동의대학교,인문ㆍ사회계열,6765,0,8024,7203,821,118.6,106.5
2013,대학교,사립,부산,기존,동의대학교,자연과학계열,2530,0,2462,2350,112,97.3,92.9
2013,대학교,사립,부산,기존,동의대학교,의학계열,200,0,195,185,10,97.5,92.5
2013,대학교,사립,부산,기존,동의대학교,공학계열,4990,0,5221,4777,444,104.6,95.7
2013,대학교,사립,경기,기존,루터대학교,인문ㆍ사회계열,600,0,470,456,14,78.3,76
2013,대학교,사립,경기,기존,명지대학교,예ㆍ체능계열,1546,0,1618,1578,40,104.7,102.1
2013,대학교,사립,경기,기존,명지대학교,자연과학계열,1029,0,957,891,66,93,86.6
2013,대학교,사립,경기,기존,명지대학교,공학계열,4323,0,4721,4248,473,109.2,98.3
2013,대학교,사립,서울,기존,명지대학교 _제2캠퍼스,인문ㆍ사회계열,5253,0,7419,6144,1275,141.2,117
2013,대학교,사립,대전,기존,목원대학교,자연과학계열,1083,0,1094,1023,71,101,94.5
2013,대학교,사립,대전,기존,목원대학교,인문ㆍ사회계열,3989,0,4585,4243,342,114.9,106.4
2013,대학교,사립,대전,기존,목원대학교,예ㆍ체능계열,2559,0,2503,2480,23,97.8,96.9
2013,대학교,사립,대전,기존,목원대학교,공학계열,1519,0,1523,1406,117,100.3,92.6
2013,대학교,사립,전남,기존,목포가톨릭대학교,인문ㆍ사회계열,160,0,157,155,2,98.1,96.9
2013,대학교,사립,전남,기존,목포가톨릭대학교,자연과학계열,360,0,403,355,48,111.9,98.6
2013,대학교,사립,대전,기존,배재대학교,공학계열,1572,0,1579,1408,171,100.4,89.6
2013,대학교,사립,대전,기존,배재대학교,자연과학계열,1820,0,1896,1736,160,104.2,95.4
2013,대학교,사립,대전,기존,배재대학교,인문ㆍ사회계열,4878,0,5431,4802,629,111.3,98.4
2013,대학교,사립,대전,기존,배재대학교,예ㆍ체능계열,1075,0,1033,1015,18,96.1,94.4
2013,대학교,사립,충남,기존,백석대학교,예ㆍ체능계열,2725,0,2565,2413,152,94.1,88.6
2013,대학교,사립,충남,기존,백석대학교,자연과학계열,2118,0,2436,2079,357,115,98.2
2013,대학교,사립,충남,기존,백석대학교,인문ㆍ사회계열,7759,0,8403,7661,742,108.3,98.7
2013,대학교,사립,부산,기존,부산가톨릭대학교,인문ㆍ사회계열,1165,0,1118,1076,42,96,92.4
2013,대학교,사립,부산,기존,부산가톨릭대학교,자연과학계열,2285,0,2654,2148,506,116.1,94
2013,대학교,사립,부산,기존,부산가톨릭대학교,공학계열,420,0,355,354,1,84.5,84.3
2013,교육대학,국립,부산,기존,부산교육대학교,예ㆍ체능계열,343,0,369,332,37,107.6,96.8
2013,교육대학,국립,부산,기존,부산교육대학교,인문ㆍ사회계열,726,0,783,729,54,107.9,100.4
2013,교육대학,국립,부산,기존,부산교육대학교,자연과학계열,504,0,544,499,45,107.9,99
2013,대학교,국립,부산,기존,부산대학교,자연과학계열,4403,0,4775,4357,418,108.4,99
2013,대학교,국립,부산,기존,부산대학교,공학계열,6432,0,7770,7011,759,120.8,109
2013,대학교,국립,부산,기존,부산대학교,예ㆍ체능계열,1436,0,1560,1470,90,108.6,102.4
2013,대학교,국립,부산,기존,부산대학교,인문ㆍ사회계열,5788,0,7567,6715,852,130.7,116
2013,대학교,사립,부산,기존,부산외국어대학교,예ㆍ체능계열,320,0,255,252,3,79.7,78.8
2013,대학교,사립,부산,기존,부산외국어대학교,인문ㆍ사회계열,7630,70,8262,7523,739,109.3,99.5
2013,대학교,사립,부산,기존,부산외국어대학교,공학계열,530,0,453,439,14,85.5,82.8
2013,대학교,사립,부산,기존,부산외국어대학교,자연과학계열,90,0,62,62,0,68.9,68.9
2013,대학교,사립,경남,기존,부산장신대학교,인문ㆍ사회계열,280,0,285,269,16,101.8,96.1
2013,대학교,사립,서울,기존,삼육대학교,예ㆍ체능계열,780,0,819,752,67,105,96.4
2013,대학교,사립,서울,기존,삼육대학교,인문ㆍ사회계열,1891,0,2339,2014,325,123.7,106.5
2013,대학교,사립,서울,기존,삼육대학교,자연과학계열,1980,0,2189,1876,313,110.6,94.7
2013,대학교,사립,서울,기존,삼육대학교,공학계열,357,0,350,307,43,98,86
2013,대학교,사립,서울,기존,상명대학교,공학계열,280,0,271,231,40,96.8,82.5
2013,대학교,사립,서울,기존,상명대학교,인문ㆍ사회계열,2700,0,3391,2722,669,125.6,100.8
2013,대학교,사립,서울,기존,상명대학교,예ㆍ체능계열,1080,0,1079,1052,27,99.9,97.4
2013,대학교,사립,서울,기존,상명대학교,자연과학계열,1540,0,1929,1566,363,125.3,101.7
2013,대학교,사립,충남,기존,상명대학교(천안) _분교,공학계열,1095,0,1221,1083,138,111.5,98.9
2013,대학교,사립,충남,기존,상명대학교(천안) _분교,예ㆍ체능계열,2630,0,2954,2647,307,112.3,100.6
2013,대학교,사립,충남,기존,상명대학교(천안) _분교,자연과학계열,540,0,609,521,88,112.8,96.5
2013,대학교,사립,충남,기존,상명대학교(천안) _분교,인문ㆍ사회계열,1535,0,1673,1538,135,109,100.2
2013,대학교,사립,강원,기존,상지대학교,예ㆍ체능계열,944,0,881,851,30,93.3,90.1
2013,대학교,사립,강원,기존,상지대학교,인문ㆍ사회계열,3980,0,4108,3697,411,103.2,92.9
2013,대학교,사립,강원,기존,상지대학교,공학계열,1115,0,1024,946,78,91.8,84.8
2013,대학교,사립,강원,기존,상지대학교,의학계열,240,0,244,231,13,101.7,96.3
2013,대학교,사립,강원,기존,상지대학교,자연과학계열,1915,0,1823,1719,104,95.2,89.8
2013,대학교,사립,서울,기존,서강대학교,자연과학계열,856,0,863,787,76,100.8,91.9
2013,대학교,사립,서울,기존,서강대학교,공학계열,1564,0,1815,1649,166,116,105.4
2013,대학교,사립,서울,기존,서강대학교,인문ㆍ사회계열,4140,0,5699,4801,898,137.7,116
2013,대학교,사립,서울,기존,서경대학교,예ㆍ체능계열,1450,0,1727,1332,395,119.1,91.9
2013,대학교,사립,서울,기존,서경대학교,공학계열,1600,0,1667,1472,195,104.2,92
2013,대학교,사립,서울,기존,서경대학교,인문ㆍ사회계열,2270,0,2855,2361,494,125.8,104
2013,대학교,사립,서울,기존,서경대학교,자연과학계열,320,0,376,324,52,117.5,101.3
2013,대학교,사립,전북,기존,서남대학교,예ㆍ체능계열,680,0,116,116,0,17.1,17.1
2013,대학교,사립,전북,기존,서남대학교,의학계열,196,0,196,189,7,100,96.4
2013,대학교,사립,전북,기존,서남대학교,공학계열,154,0,7,7,0,4.5,4.5
2013,대학교,사립,전북,기존,서남대학교,인문ㆍ사회계열,762,0,62,60,2,8.1,7.9
2013,대학교,사립,전북,기존,서남대학교,자연과학계열,1790,0,708,625,83,39.6,34.9
2013,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,자연과학계열,540,0,261,249,12,48.3,46.1
2013,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,예ㆍ체능계열,142,0,70,70,0,49.3,49.3
2013,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,인문ㆍ사회계열,3022,0,537,535,2,17.8,17.7
2013,대학교,사립,충남,기존,서남대학교 _제2캠퍼스,공학계열,440,0,113,113,0,25.7,25.7
2013,대학교,국립,서울,기존,서울과학기술대학교,인문ㆍ사회계열,600,0,580,547,33,96.7,91.2
2013,대학교,국립,서울,기존,서울과학기술대학교,공학계열,3104,0,2816,2464,352,90.7,79.4
2013,대학교,국립,서울,기존,서울과학기술대학교,예ㆍ체능계열,556,0,626,502,124,112.6,90.3
2013,대학교,국립,서울,기존,서울과학기술대학교,자연과학계열,220,0,199,186,13,90.5,84.5
2013,산업대학,국립,서울,폐교,서울과학기술대학교(산업대),공학계열,2924,0,5077,4916,161,173.6,168.1
2013,산업대학,국립,서울,폐교,서울과학기술대학교(산업대),자연과학계열,273,0,323,308,15,118.3,112.8
2013,산업대학,국립,서울,폐교,서울과학기술대학교(산업대),예ㆍ체능계열,475,0,871,793,78,183.4,166.9
2013,산업대학,국립,서울,폐교,서울과학기술대학교(산업대),인문ㆍ사회계열,496,0,776,718,58,156.5,144.8
2013,교육대학,국립,서울,기존,서울교육대학교,예ㆍ체능계열,321,0,348,316,32,108.4,98.4
2013,교육대학,국립,서울,기존,서울교육대학교,인문ㆍ사회계열,747,0,796,721,75,106.6,96.5
2013,교육대학,국립,서울,기존,서울교육대학교,자연과학계열,486,0,502,462,40,103.3,95.1
2013,대학교,사립,서울,기존,서울기독대학교,인문ㆍ사회계열,440,0,519,418,101,118,95
2013,대학교,사립,서울,기존,서울기독대학교,예ㆍ체능계열,231,0,215,213,2,93.1,92.2
2013,대학교,국립대법인,서울,기존,서울대학교,공학계열,3154,0,3805,3502,303,120.6,111
2013,대학교,국립대법인,서울,기존,서울대학교,인문ㆍ사회계열,4492,0,6498,5749,749,144.7,128
2013,대학교,국립대법인,서울,기존,서울대학교,예ㆍ체능계열,1140,0,1461,1348,113,128.2,118.2
2013,대학교,국립대법인,서울,기존,서울대학교,의학계열,428,0,580,447,133,135.5,104.4
2013,대학교,국립대법인,서울,기존,서울대학교,자연과학계열,3690,0,4368,3935,433,118.4,106.6
2013,대학교,공립,서울,기존,서울시립대학교,인문ㆍ사회계열,3248,0,4516,4110,406,139,126.5
2013,대학교,공립,서울,기존,서울시립대학교,예ㆍ체능계열,544,0,615,610,5,113.1,112.1
2013,대학교,공립,서울,기존,서울시립대학교,공학계열,2640,0,3381,3025,356,128.1,114.6
2013,대학교,공립,서울,기존,서울시립대학교,자연과학계열,680,0,797,762,35,117.2,112.1
2013,대학교,사립,경기,기존,서울신학대학교,인문ㆍ사회계열,1830,0,2011,1815,196,109.9,99.2
2013,대학교,사립,경기,기존,서울신학대학교,예ㆍ체능계열,330,0,364,348,16,110.3,105.5
2013,대학교,사립,서울,기존,서울여자대학교,예ㆍ체능계열,800,0,860,828,32,107.5,103.5
2013,대학교,사립,서울,기존,서울여자대학교,자연과학계열,2200,0,2408,2144,264,109.5,97.5
2013,대학교,사립,서울,기존,서울여자대학교,인문ㆍ사회계열,3920,0,4782,4218,564,122,107.6
2013,대학교,사립,경기,기존,서울장신대학교,예ㆍ체능계열,140,0,128,120,8,91.4,85.7
2013,대학교,사립,경기,기존,서울장신대학교,인문ㆍ사회계열,348,0,389,351,38,111.8,100.9
2013,대학교,사립,서울,기존,서울한영대학교,예ㆍ체능계열,77,0,73,71,2,94.8,92.2
2013,대학교,사립,서울,기존,서울한영대학교,인문ㆍ사회계열,723,0,690,672,18,95.4,92.9
2013,대학교,사립,충북,기존,서원대학교,인문ㆍ사회계열,3823,0,3728,3480,248,97.5,91
2013,대학교,사립,충북,기존,서원대학교,자연과학계열,1265,0,1169,1072,97,92.4,84.7
2013,대학교,사립,충북,기존,서원대학교,공학계열,960,0,907,852,55,94.5,88.8
2013,대학교,사립,충북,기존,서원대학교,예ㆍ체능계열,965,0,868,828,40,89.9,85.8
2013,대학교,사립,충남,기존,선문대학교,공학계열,2862,0,2789,2558,231,97.4,89.4
2013,대학교,사립,충남,기존,선문대학교,인문ㆍ사회계열,4504,0,5372,4615,757,119.3,102.5
2013,대학교,사립,충남,기존,선문대학교,자연과학계열,1203,0,1280,1126,154,106.4,93.6
2013,대학교,사립,충남,기존,선문대학교,예ㆍ체능계열,664,0,593,576,17,89.3,86.7
2013,대학교,사립,경기,기존,성결대학교,예ㆍ체능계열,720,0,801,706,95,111.3,98.1
2013,대학교,사립,경기,기존,성결대학교,인문ㆍ사회계열,3160,0,3474,3136,338,109.9,99.2
2013,대학교,사립,경기,기존,성결대학교,공학계열,1240,0,1236,1129,107,99.7,91
2013,대학교,사립,서울,기존,성공회대학교,인문ㆍ사회계열,1400,0,1630,1448,182,116.4,103.4
2013,대학교,사립,서울,기존,성공회대학교,자연과학계열,160,0,183,170,13,114.4,106.3
2013,대학교,사립,서울,기존,성공회대학교,공학계열,600,0,556,534,22,92.7,89
2013,대학교,사립,서울,기존,성균관대학교,공학계열,4599,0,6032,5025,1007,131.2,109.3
2013,대학교,사립,서울,기존,성균관대학교,예ㆍ체능계열,1236,0,1511,1417,94,122.2,114.6
2013,대학교,사립,서울,기존,성균관대학교,자연과학계열,1684,0,1884,1688,196,111.9,100.2
2013,대학교,사립,서울,기존,성균관대학교,인문ㆍ사회계열,6448,0,9857,7477,2380,152.9,116
2013,대학교,사립,서울,기존,성균관대학교,의학계열,88,0,81,81,0,92,92
2013,대학교,사립,서울,기존,성신여자대학교,자연과학계열,1971,0,2281,1965,316,115.7,99.7
2013,대학교,사립,서울,기존,성신여자대학교,예ㆍ체능계열,2131,0,2261,2094,167,106.1,98.3
2013,대학교,사립,서울,기존,성신여자대학교,인문ㆍ사회계열,4768,0,5872,5107,765,123.2,107.1
2013,대학교,사립,충북,기존,세명대학교,의학계열,160,0,193,148,45,120.6,92.5
2013,대학교,사립,충북,기존,세명대학교,자연과학계열,2060,0,2029,1877,152,98.5,91.1
2013,대학교,사립,충북,기존,세명대학교,공학계열,1150,0,1107,1017,90,96.3,88.4
2013,대학교,사립,충북,기존,세명대학교,예ㆍ체능계열,1070,0,989,914,75,92.4,85.4
2013,대학교,사립,충북,기존,세명대학교,인문ㆍ사회계열,4070,0,4110,3783,327,101,92.9
2013,대학교,사립,서울,기존,세종대학교,자연과학계열,923,1,867,810,57,94,87.9
