기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100",학교_정규화
2012,영남대학교,공학계열,5350,130.8,영남대학교
2012,영남대학교,의학계열,152,118.4,영남대학교
2012,영남대학교,예ㆍ체능계열,2002,103.7,영남대학교
2012,영남신학대학교,인문ㆍ사회계열,560,97.0,영남신학대학교
2012,영산대학교,예ㆍ체능계열,460,77.6,영산대학교
2012,영산대학교,공학계열,635,75.7,영산대학교
2012,영산대학교,자연과학계열,345,112.2,영산대학교
2012,영산대학교,인문ㆍ사회계열,2441,74.2,영산대학교
2012,영산대학교 _제2캠퍼스,자연과학계열,540,109.4,영산대학교 _제2캠퍼스
2012,영산대학교 _제2캠퍼스,인문ㆍ사회계열,1436,138.2,영산대학교 _제2캠퍼스
2012,영산대학교 _제2캠퍼스,예ㆍ체능계열,800,97.5,영산대학교 _제2캠퍼스
2012,영산대학교 _제2캠퍼스,공학계열,120,70.8,영산대학교 _제2캠퍼스
2012,영산선학대학교,인문ㆍ사회계열,200,19.5,영산선학대학교
2012,예수대학교,자연과학계열,450,112.7,예수대학교
2012,예수대학교,인문ㆍ사회계열,104,86.5,예수대학교
2012,예원예술대학교,예ㆍ체능계열,867,103.9,예원예술대학교
2012,예원예술대학교,인문ㆍ사회계열,129,91.5,예원예술대학교
2012,용인대학교,인문ㆍ사회계열,1531,105.9,용인대학교
2012,용인대학교,자연과학계열,1061,107.2,용인대학교
2012,용인대학교,예ㆍ체능계열,3288,105.8,용인대학교
2012,우석대학교,공학계열,975,95.2,우석대학교
2012,우석대학교,예ㆍ체능계열,1435,90.0,우석대학교
2012,우석대학교,자연과학계열,2295,100.6,우석대학교
2012,우석대학교,인문ㆍ사회계열,3035,108.5,우석대학교
2012,우석대학교,의학계열,120,139.2,우석대학교
2012,우송대학교,예ㆍ체능계열,875,89.0,우송대학교
2012,우송대학교,공학계열,2480,82.7,우송대학교
2012,우송대학교,자연과학계열,1270,92.7,우송대학교
2012,우송대학교,인문ㆍ사회계열,4148,104.4,우송대학교
2012,울산과학기술원,인문ㆍ사회계열,600,62.0,울산과학기술원
2012,울산과학기술원,공학계열,2150,86.3,울산과학기술원
2012,울산대학교,예ㆍ체능계열,1350,98.5,울산대학교
2012,울산대학교,의학계열,160,95.6,울산대학교
2012,울산대학교,공학계열,4130,128.5,울산대학교
2012,울산대학교,자연과학계열,2060,110.4,울산대학교
2012,울산대학교,인문ㆍ사회계열,4146,117.5,울산대학교
2012,원광대학교,의학계열,994,104.9,원광대학교
2012,원광대학교,인문ㆍ사회계열,7451,105.6,원광대학교
2012,원광대학교,자연과학계열,3774,99.4,원광대학교
2012,원광대학교,공학계열,2578,97.2,원광대학교
2012,원광대학교,예ㆍ체능계열,1974,89.6,원광대학교
2012,위덕대학교,예ㆍ체능계열,352,72.7,위덕대학교
2012,위덕대학교,공학계열,952,76.4,위덕대학교
2012,위덕대학교,자연과학계열,790,82.5,위덕대학교
2012,위덕대학교,인문ㆍ사회계열,1461,90.8,위덕대학교
2012,유원대학교,예ㆍ체능계열,610,63.4,유원대학교
2012,유원대학교,공학계열,1225,62.8,유원대학교
2012,유원대학교,자연과학계열,995,95.4,유원대학교
2012,유원대학교,인문ㆍ사회계열,1490,74.6,유원대학교
2012,을지대학교,인문ㆍ사회계열,80,103.8,을지대학교
2012,을지대학교,자연과학계열,508,114.8,을지대학교
2012,을지대학교,의학계열,160,111.3,을지대학교
2012,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,111.0,을지대학교 _제2캠퍼스
2012,을지대학교 _제2캠퍼스,자연과학계열,3188,115.9,을지대학교 _제2캠퍼스
2012,이화여자대학교,인문ㆍ사회계열,6088,140.7,이화여자대학교
2012,이화여자대학교,자연과학계열,2690,112.2,이화여자대학교
2012,이화여자대학교,공학계열,1078,110.1,이화여자대학교
2012,이화여자대학교,예ㆍ체능계열,2580,114.7,이화여자대학교
2012,인제대학교,예ㆍ체능계열,912,94.7,인제대학교
2012,인제대학교,인문ㆍ사회계열,3626,105.3,인제대학교
2012,인제대학교,자연과학계열,2560,111.0,인제대학교
2012,인제대학교,공학계열,1988,100.7,인제대학교
2012,인천가톨릭대학교,인문ㆍ사회계열,135,85.9,인천가톨릭대학교
2012,인천대학교,예ㆍ체능계열,894,144.5,인천대학교
2012,인천대학교,공학계열,3885,159.3,인천대학교
2012,인천대학교,자연과학계열,1182,106.7,인천대학교
2012,인천대학교,인문ㆍ사회계열,3759,142.6,인천대학교
2012,인하대학교,예ㆍ체능계열,560,99.6,인하대학교
2012,인하대학교,공학계열,5915,138.4,인하대학교
2012,인하대학교,자연과학계열,1440,111.5,인하대학교
2012,인하대학교,인문ㆍ사회계열,6245,135.6,인하대학교
2012,장로회신학대학교,인문ㆍ사회계열,400,115.5,장로회신학대학교
2012,장로회신학대학교,예ㆍ체능계열,201,105.5,장로회신학대학교
2012,전남대학교,예ㆍ체능계열,916,107.6,전남대학교
2012,전남대학교,의학계열,448,115.2,전남대학교
2012,전남대학교,공학계열,3298,125.2,전남대학교
2012,전남대학교,자연과학계열,4738,114.3,전남대학교
2012,전남대학교,인문ㆍ사회계열,4694,139.2,전남대학교
2012,전남대학교 _제2캠퍼스,인문ㆍ사회계열,932,92.9,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,자연과학계열,1268,101.6,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,공학계열,1286,82.1,전남대학교 _제2캠퍼스
2012,전남대학교 _제2캠퍼스,예ㆍ체능계열,104,83.7,전남대학교 _제2캠퍼스
2012,전북대학교,인문ㆍ사회계열,5186,125.7,전북대학교
2012,전북대학교,자연과학계열,5032,106.9,전북대학교
2012,전북대학교,공학계열,5441,114.6,전북대학교
2012,전북대학교,의학계열,200,101.5,전북대학교
2012,전북대학교,예ㆍ체능계열,764,105.4,전북대학교
2012,전주교육대학교,예ㆍ체능계열,333,109.9,전주교육대학교
2012,전주교육대학교,자연과학계열,447,108.3,전주교육대학교
2012,전주교육대학교,인문ㆍ사회계열,567,107.9,전주교육대학교
2012,전주대학교,예ㆍ체능계열,1706,85.5,전주대학교
2012,전주대학교,공학계열,2232,84.7,전주대학교
2012,전주대학교,인문ㆍ사회계열,5595,115.0,전주대학교
2012,전주대학교,자연과학계열,1785,100.8,전주대학교
2012,제주대학교,예ㆍ체능계열,708,94.9,제주대학교
2012,제주대학교,의학계열,160,115.6,제주대학교
2012,제주대학교,공학계열,1794,94.8,제주대학교
2012,제주대학교,자연과학계열,2664,98.0,제주대학교
2012,제주대학교,인문ㆍ사회계열,4114,116.7,제주대학교
2012,조선대학교,예ㆍ체능계열,2250,103.1,조선대학교
2012,조선대학교,인문ㆍ사회계열,8163,108.9,조선대학교
2012,조선대학교,자연과학계열,2830,100.3,조선대학교
2012,조선대학교,공학계열,6140,103.7,조선대학교
2012,중부대학교,예ㆍ체능계열,1740,95.6,중부대학교
2012,중부대학교,자연과학계열,1169,99.2,중부대학교
2012,중부대학교,인문ㆍ사회계열,3965,104.2,중부대학교
2012,중부대학교,공학계열,2050,91.9,중부대학교
2012,중앙대학교,인문ㆍ사회계열,5460,138.8,중앙대학교
2012,중앙대학교,자연과학계열,1817,103.5,중앙대학교
2012,중앙대학교,공학계열,2990,125.8,중앙대학교
2012,중앙대학교,의학계열,172,101.7,중앙대학교
2012,중앙대학교,예ㆍ체능계열,501,109.4,중앙대학교
2012,중앙승가대학교,인문ㆍ사회계열,480,54.0,중앙승가대학교
2012,중원대학교,인문ㆍ사회계열,895,66.9,중원대학교
2012,중원대학교,예ㆍ체능계열,160,18.1,중원대학교
2012,중원대학교,공학계열,898,54.5,중원대학교
2012,중원대학교,자연과학계열,500,85.6,중원대학교
2012,진주교육대학교,인문ㆍ사회계열,654,107.0,진주교육대학교
2012,진주교육대학교,자연과학계열,506,108.5,진주교육대학교
2012,진주교육대학교,예ㆍ체능계열,381,101.3,진주교육대학교
2012,차의과학대학교,자연과학계열,550,108.4,차의과학대학교
2012,차의과학대학교,인문ㆍ사회계열,310,95.2,차의과학대학교
2012,청운대학교,공학계열,1540,102.9,청운대학교
2012,청운대학교,자연과학계열,320,106.3,청운대학교
2012,청운대학교,인문ㆍ사회계열,3160,108.2,청운대학교
2012,청운대학교,예ㆍ체능계열,700,80.6,청운대학교
2012,청주교육대학교,예ㆍ체능계열,319,106.3,청주교육대학교
2012,청주교육대학교,자연과학계열,459,107.0,청주교육대학교
2012,청주교육대학교,인문ㆍ사회계열,597,109.4,청주교육대학교
2012,청주대학교,자연과학계열,1414,97.3,청주대학교
2012,청주대학교,인문ㆍ사회계열,6352,118.0,청주대학교
2012,청주대학교,공학계열,2399,99.3,청주대학교
2012,청주대학교,예ㆍ체능계열,1898,94.4,청주대학교
2012,총신대학교,인문ㆍ사회계열,1160,128.6,총신대학교
2012,총신대학교,예ㆍ체능계열,280,95.4,총신대학교
2012,추계예술대학교,인문ㆍ사회계열,260,115.0,추계예술대학교
2012,추계예술대학교,예ㆍ체능계열,900,102.4,추계예술대학교
2012,춘천교육대학교,인문ㆍ사회계열,672,106.1,춘천교육대학교
2012,춘천교육대학교,자연과학계열,517,101.4,춘천교육대학교
2012,춘천교육대학교,예ㆍ체능계열,361,106.1,춘천교육대학교
2012,충남대학교,인문ㆍ사회계열,5024,128.8,충남대학교
2012,충남대학교,자연과학계열,4651,108.8,충남대학교
2012,충남대학교,공학계열,4498,117.9,충남대학교
2012,충남대학교,의학계열,216,124.5,충남대학교
2012,충남대학교,예ㆍ체능계열,965,99.7,충남대학교
2012,충북대학교,인문ㆍ사회계열,3975,121.3,충북대학교
2012,충북대학교,자연과학계열,3690,106.0,충북대학교
2012,충북대학교,공학계열,4244,114.3,충북대학교
2012,충북대학교,의학계열,284,101.8,충북대학교
2012,충북대학교,예ㆍ체능계열,421,95.0,충북대학교
2012,칼빈대학교,예ㆍ체능계열,80,73.8,칼빈대학교
2012,칼빈대학교,인문ㆍ사회계열,360,108.9,칼빈대학교
2012,평택대학교,예ㆍ체능계열,865,94.1,평택대학교
2012,평택대학교,인문ㆍ사회계열,2345,114.6,평택대학교
2012,평택대학교,자연과학계열,590,97.8,평택대학교
2012,포항공과대학교,자연과학계열,373,115.3,포항공과대학교
2012,포항공과대학교,공학계열,847,116.2,포항공과대학교
2012,한국과학기술원,공학계열,1841,106.1,한국과학기술원
2012,한국과학기술원,자연과학계열,962,106.2,한국과학기술원
2012,한국과학기술원,인문ㆍ사회계열,957,106.1,한국과학기술원
2012,한국교원대학교,인문ㆍ사회계열,1252,108.4,한국교원대학교
2012,한국교원대학교,자연과학계열,583,105.5,한국교원대학교
2012,한국교원대학교,공학계열,160,104.4,한국교원대학교
2012,한국교원대학교,예ㆍ체능계열,240,98.8,한국교원대학교
2012,한국기술교육대학교,공학계열,3070,113.4,한국기술교육대학교
2012,한국기술교육대학교,인문ㆍ사회계열,549,132.8,한국기술교육대학교
2012,한국방송통신대학교,자연과학계열,51689,65.3,한국방송통신대학교
2012,한국방송통신대학교,인문ㆍ사회계열,191290,66.3,한국방송통신대학교
2012,한국성서대학교,자연과학계열,115,100.0,한국성서대학교
2012,한국성서대학교,인문ㆍ사회계열,695,126.9,한국성서대학교
2012,한국성서대학교,공학계열,150,84.0,한국성서대학교
2012,한국예술종합학교,예ㆍ체능계열,2232,103.7,한국예술종합학교
2012,한국외국어대학교,인문ㆍ사회계열,6704,134.0,한국외국어대학교
2012,한국체육대학교,예ㆍ체능계열,2360,104.3,한국체육대학교
2012,한국침례신학대학교,인문ㆍ사회계열,1340,100.0,한국침례신학대학교
2012,한국침례신학대학교,예ㆍ체능계열,260,88.5,한국침례신학대학교
2012,한국항공대학교,자연과학계열,600,133.3,한국항공대학교
2012,한국항공대학교,공학계열,2400,122.8,한국항공대학교
2012,한국항공대학교,인문ㆍ사회계열,560,122.9,한국항공대학교
2012,한남대학교,공학계열,2510,103.0,한남대학교
2012,한남대학교,자연과학계열,1625,94.0,한남대학교
2012,한남대학교,인문ㆍ사회계열,6857,107.0,한남대학교
2012,한남대학교,예ㆍ체능계열,1033,100.4,한남대학교
2012,한동대학교,인문ㆍ사회계열,1858,144.1,한동대학교
2012,한동대학교,자연과학계열,303,93.4,한동대학교
2012,한동대학교,공학계열,879,94.2,한동대학교
2012,한라대학교,인문ㆍ사회계열,1660,99.0,한라대학교
2012,한라대학교,공학계열,2040,90.5,한라대학교
2012,한라대학교,예ㆍ체능계열,280,86.4,한라대학교
2012,한림대학교,인문ㆍ사회계열,3910,126.6,한림대학교
2012,한림대학교,자연과학계열,2187,103.0,한림대학교
2012,한림대학교,공학계열,820,122.0,한림대학교
2012,한림대학교,의학계열,304,97.0,한림대학교
2012,한림대학교,예ㆍ체능계열,291,107.9,한림대학교
2012,한서대학교,공학계열,2119,105.2,한서대학교
2012,한서대학교,자연과학계열,1424,110.3,한서대학교
2012,한서대학교,인문ㆍ사회계열,1930,109.7,한서대학교
2012,한서대학교,예ㆍ체능계열,1927,98.9,한서대학교
2012,한성대학교,예ㆍ체능계열,1440,115.1,한성대학교
2012,한성대학교,공학계열,1880,108.1,한성대학교
2012,한성대학교,인문ㆍ사회계열,3160,116.7,한성대학교
2012,한세대학교,자연과학계열,50,104.0,한세대학교
2012,한세대학교,예ㆍ체능계열,739,113.0,한세대학교
2012,한세대학교,인문ㆍ사회계열,1351,122.3,한세대학교
2012,한세대학교,공학계열,220,115.5,한세대학교
2012,한신대학교,예ㆍ체능계열,160,129.4,한신대학교
2012,한신대학교,공학계열,924,94.4,한신대학교
2012,한신대학교,자연과학계열,384,90.1,한신대학교
2012,한신대학교,인문ㆍ사회계열,3572,113.9,한신대학교
2012,한양대학교,공학계열,4549,134.3,한양대학교
2012,한양대학교,자연과학계열,1613,121.4,한양대학교
2012,한양대학교,인문ㆍ사회계열,4112,145.4,한양대학교
2012,한양대학교,예ㆍ체능계열,1238,108.4,한양대학교
2012,한양대학교,의학계열,220,111.8,한양대학교
2012,한양대학교(ERICA) _분교,인문ㆍ사회계열,2870,125.5,한양대학교(ERICA) _분교
2012,한양대학교(ERICA) _분교,자연과학계열,840,101.4,한양대학교(ERICA) _분교
2012,한양대학교(ERICA) _분교,공학계열,2641,129.6,한양대학교(ERICA) _분교
2012,한양대학교(ERICA) _분교,예ㆍ체능계열,1404,106.2,한양대학교(ERICA) _분교
2012,한일장신대학교,예ㆍ체능계열,200,87.0,한일장신대학교
2012,한일장신대학교,인문ㆍ사회계열,1080,84.9,한일장신대학교
2012,협성대학교,자연과학계열,160,113.1,협성대학교
2012,협성대학교,공학계열,560,98.4,협성대학교
2012,협성대학교,예ㆍ체능계열,1000,100.0,협성대학교
2012,협성대학교,인문ㆍ사회계열,2600,115.0,협성대학교
2012,호남대학교,예ㆍ체능계열,1645,94.4,호남대학교
2012,호남대학교,공학계열,1641,91.4,호남대학교
2012,호남대학교,자연과학계열,1055,107.0,호남대학교
2012,호남대학교,인문ㆍ사회계열,3211,102.5,호남대학교
2012,호남신학대학교,예ㆍ체능계열,200,95.0,호남신학대학교
2012,호남신학대학교,인문ㆍ사회계열,480,86.5,호남신학대학교
2012,호서대학교,자연과학계열,1210,103.6,호서대학교
2012,호서대학교,공학계열,5080,98.6,호서대학교
2012,호서대학교,예ㆍ체능계열,2105,91.9,호서대학교
2012,호서대학교,인문ㆍ사회계열,4235,106.6,호서대학교
2012,호원대학교,인문ㆍ사회계열,2160,86.2,호원대학교
2012,호원대학교,자연과학계열,810,86.7,호원대학교
2012,호원대학교,공학계열,1450,78.2,호원대학교
2012,호원대학교,예ㆍ체능계열,1400,82.2,호원대학교
2012,홍익대학교,인문ㆍ사회계열,3560,117.2,홍익대학교
2012,홍익대학교,자연과학계열,160,111.9,홍익대학교
2012,홍익대학교,공학계열,4205,120.2,홍익대학교
2012,홍익대학교,예ㆍ체능계열,2000,128.1,홍익대학교
2012,화성의과학대학교,예ㆍ체능계열,185,60.0,화성의과학대학교
2012,화성의과학대학교,자연과학계열,271,86.3,화성의과학대학교
2012,화성의과학대학교,인문ㆍ사회계열,736,62.4,화성의과학대학교
2011,가천대학교,자연과학계열,1075,99.1,가천대학교
2011,가천대학교,공학계열,4785,98.0,가천대학교
2011,가천대학교,의학계열,120,98.3,가천대학교
2011,가천대학교,예ㆍ체능계열,1740,99.7,가천대학교
2011,가천대학교,인문ㆍ사회계열,5013,119.0,가천대학교
2011,가톨릭관동대학교,인문ㆍ사회계열,5848,93.3,가톨릭관동대학교
2011,가톨릭관동대학교,공학계열,1597,79.7,가톨릭관동대학교
2011,가톨릭관동대학교,의학계열,196,111.7,가톨릭관동대학교
2011,가톨릭관동대학교,예ㆍ체능계열,1521,74.2,가톨릭관동대학교
2011,가톨릭관동대학교,자연과학계열,618,167.0,가톨릭관동대학교
2011,가톨릭꽃동네대학교,인문ㆍ사회계열,320,102.8,가톨릭꽃동네대학교
2011,가톨릭꽃동네대학교,자연과학계열,160,96.9,가톨릭꽃동네대학교
2011,가톨릭대학교,자연과학계열,1300,112.3,가톨릭대학교
2011,가톨릭대학교,인문ㆍ사회계열,3599,119.5,가톨릭대학교
2011,가톨릭대학교,공학계열,1262,109.2,가톨릭대학교
2011,가톨릭대학교,예ㆍ체능계열,208,97.1,가톨릭대학교
2011,가톨릭대학교 _제2캠퍼스,의학계열,185,130.8,가톨릭대학교 _제2캠퍼스
2011,가톨릭대학교 _제2캠퍼스,자연과학계열,280,120.7,가톨릭대학교 _제2캠퍼스
2011,가톨릭대학교 _제3캠퍼스,인문ㆍ사회계열,320,65.6,가톨릭대학교 _제3캠퍼스
2011,감리교신학대학교,인문ㆍ사회계열,800,113.3,감리교신학대학교
2011,강남대학교,예ㆍ체능계열,688,113.2,강남대학교
2011,강남대학교,공학계열,1028,106.0,강남대학교
2011,강남대학교,인문ㆍ사회계열,4912,117.8,강남대학교
2011,강서대학교,예ㆍ체능계열,180,86.1,강서대학교
2011,강서대학교,인문ㆍ사회계열,1140,122.5,강서대학교
2011,강원대학교,공학계열,2829,113.6,강원대학교
2011,강원대학교,의학계열,160,100.0,강원대학교
2011,강원대학교,예ㆍ체능계열,758,101.7,강원대학교
2011,강원대학교,자연과학계열,4977,104.0,강원대학교
2011,강원대학교,인문ㆍ사회계열,4678,116.2,강원대학교
2011,강원대학교 _제2캠퍼스,공학계열,3485,85.6,강원대학교 _제2캠퍼스
2011,강원대학교 _제2캠퍼스,자연과학계열,1192,94.8,강원대학교 _제2캠퍼스
2011,강원대학교 _제2캠퍼스,인문ㆍ사회계열,1176,102.6,강원대학교 _제2캠퍼스
2011,강원대학교 _제2캠퍼스,예ㆍ체능계열,941,81.3,강원대학교 _제2캠퍼스
2011,건국대학교,의학계열,276,127.2,건국대학교
2011,건국대학교,공학계열,3316,124.6,건국대학교
2011,건국대학교,자연과학계열,2832,95.7,건국대학교
2011,건국대학교,인문ㆍ사회계열,4267,168.6,건국대학교
2011,건국대학교,예ㆍ체능계열,1477,132.8,건국대학교
2011,건국대학교(글로컬) _분교,인문ㆍ사회계열,3095,124.0,건국대학교(글로컬) _분교
2011,건국대학교(글로컬) _분교,자연과학계열,2089,76.1,건국대학교(글로컬) _분교
2011,건국대학교(글로컬) _분교,공학계열,516,194.2,건국대학교(글로컬) _분교
2011,건국대학교(글로컬) _분교,예ㆍ체능계열,1340,114.2,건국대학교(글로컬) _분교
2011,건양대학교,인문ㆍ사회계열,3825,103.2,건양대학교
2011,건양대학교,자연과학계열,524,96.6,건양대학교
2011,건양대학교,공학계열,1790,94.4,건양대학교
2011,건양대학교 _제2캠퍼스,인문ㆍ사회계열,225,111.6,건양대학교 _제2캠퍼스
2011,건양대학교 _제2캠퍼스,자연과학계열,1218,116.3,건양대학교 _제2캠퍼스
2011,건양대학교 _제2캠퍼스,의학계열,196,112.8,건양대학교 _제2캠퍼스
2011,경기대학교,자연과학계열,1241,100.2,경기대학교
2011,경기대학교,인문ㆍ사회계열,5094,125.4,경기대학교
2011,경기대학교,예ㆍ체능계열,1580,108.0,경기대학교
2011,경기대학교,공학계열,2493,106.2,경기대학교
2011,경기대학교 _제2캠퍼스,예ㆍ체능계열,440,107.0,경기대학교 _제2캠퍼스
2011,경기대학교 _제2캠퍼스,공학계열,74,90.5,경기대학교 _제2캠퍼스
2011,경기대학교 _제2캠퍼스,인문ㆍ사회계열,1662,107.2,경기대학교 _제2캠퍼스
2011,경남과학기술대학교,예ㆍ체능계열,120,103.3,경상국립대학교
2011,경남과학기술대학교,공학계열,2869,99.7,경상국립대학교
2011,경남과학기술대학교,자연과학계열,1202,100.0,경상국립대학교
2011,경남과학기술대학교,인문ㆍ사회계열,1333,107.2,경상국립대학교
2011,경남대학교,예ㆍ체능계열,955,101.0,경남대학교
2011,경남대학교,인문ㆍ사회계열,7390,104.8,경남대학교
2011,경남대학교,자연과학계열,1545,93.7,경남대학교
2011,경남대학교,공학계열,3331,95.6,경남대학교
2011,경동대학교,공학계열,590,96.8,경동대학교
2011,경동대학교,자연과학계열,670,75.7,경동대학교
2011,경동대학교,인문ㆍ사회계열,2220,81.7,경동대학교
2011,경동대학교,예ㆍ체능계열,120,95.0,경동대학교
2011,경북대학교,의학계열,231,110.0,경북대학교
2011,경북대학교,인문ㆍ사회계열,5590,134.2,경북대학교
2011,경북대학교,자연과학계열,4605,120.2,경북대학교
2011,경북대학교,공학계열,4640,129.7,경북대학교
2011,경북대학교,예ㆍ체능계열,702,102.7,경북대학교
2011,경상국립대학교,자연과학계열,3705,105.1,경상국립대학교
2011,경상국립대학교,공학계열,4372,112.4,경상국립대학교
2011,경상국립대학교,의학계열,200,112.5,경상국립대학교
2011,경상국립대학교,예ㆍ체능계열,280,98.2,경상국립대학교
2011,경상국립대학교,인문ㆍ사회계열,4589,114.9,경상국립대학교
2011,경성대학교,예ㆍ체능계열,2440,103.9,경성대학교
2011,경성대학교,공학계열,2570,104.1,경성대학교
2011,경성대학교,자연과학계열,1585,91.9,경성대학교
2011,경성대학교,인문ㆍ사회계열,5885,113.5,경성대학교
2011,경인교육대학교,예ㆍ체능계열,705,97.9,경인교육대학교
2011,경인교육대학교,자연과학계열,886,104.0,경인교육대학교
2011,경인교육대학교,인문ㆍ사회계열,1452,104.7,경인교육대학교
2011,경일대학교,인문ㆍ사회계열,2335,84.6,경일대학교
2011,경일대학교,자연과학계열,145,109.0,경일대학교
2011,경일대학교,공학계열,2992,75.3,경일대학교
2011,경일대학교,예ㆍ체능계열,968,87.3,경일대학교
2011,경희대학교,의학계열,456,111.2,경희대학교
2011,경희대학교,예ㆍ체능계열,1000,97.9,경희대학교
2011,경희대학교,자연과학계열,2386,118.7,경희대학교
2011,경희대학교,인문ㆍ사회계열,5913,150.9,경희대학교
2011,계명대학교,자연과학계열,2437,105.1,계명대학교
2011,계명대학교,공학계열,3387,102.3,계명대학교
2011,계명대학교,의학계열,304,153.0,계명대학교
2011,계명대학교,예ㆍ체능계열,3580,105.0,계명대학교
2011,계명대학교,인문ㆍ사회계열,10464,124.7,계명대학교
2011,고려대학교,공학계열,3232,127.2,고려대학교
2011,고려대학교,자연과학계열,3768,115.6,고려대학교
2011,고려대학교,인문ㆍ사회계열,7626,140.6,고려대학교
2011,고려대학교,예ㆍ체능계열,490,114.9,고려대학교
2011,고려대학교,의학계열,265,122.6,고려대학교
2011,고려대학교(세종) _분교,예ㆍ체능계열,515,103.1,고려대학교(세종) _분교
2011,고려대학교(세종) _분교,공학계열,1472,118.5,고려대학교(세종) _분교
2011,고려대학교(세종) _분교,자연과학계열,833,114.0,고려대학교(세종) _분교
2011,고려대학교(세종) _분교,인문ㆍ사회계열,3160,116.0,고려대학교(세종) _분교
2011,고신대학교,의학계열,304,96.1,고신대학교
2011,고신대학교,인문ㆍ사회계열,1782,123.6,고신대학교
2011,고신대학교,자연과학계열,1482,65.5,고신대학교
2011,고신대학교,예ㆍ체능계열,504,79.8,고신대학교
2011,공주교육대학교,자연과학계열,597,103.9,공주교육대학교
2011,공주교육대학교,예ㆍ체능계열,319,108.2,공주교육대학교
2011,공주교육대학교,인문ㆍ사회계열,904,106.9,공주교육대학교
2011,광신대학교,인문ㆍ사회계열,450,101.1,광신대학교
2011,광신대학교,예ㆍ체능계열,110,81.8,광신대학교
2011,광운대학교,자연과학계열,600,111.0,광운대학교
2011,광운대학교,인문ㆍ사회계열,2640,127.7,광운대학교
2011,광운대학교,공학계열,3655,122.4,광운대학교
2011,광운대학교,예ㆍ체능계열,160,91.9,광운대학교
2011,광주가톨릭대학교,인문ㆍ사회계열,170,55.9,광주가톨릭대학교
2011,광주과학기술원,공학계열,200,98.0,광주과학기술원
2011,광주교육대학교,인문ㆍ사회계열,725,106.9,광주교육대학교
2011,광주교육대학교,예ㆍ체능계열,394,106.6,광주교육대학교
2011,광주교육대학교,자연과학계열,544,104.6,광주교육대학교
2011,광주대학교,인문ㆍ사회계열,3810,104.0,광주대학교
2011,광주대학교,자연과학계열,726,93.4,광주대학교
2011,광주대학교,공학계열,948,82.7,광주대학교
2011,광주대학교,예ㆍ체능계열,1192,81.0,광주대학교
2011,광주여자대학교,예ㆍ체능계열,226,81.4,광주여자대학교
2011,광주여자대학교,인문ㆍ사회계열,1789,105.1,광주여자대학교
2011,광주여자대학교,자연과학계열,1980,104.1,광주여자대학교
2011,광주여자대학교,공학계열,45,84.4,광주여자대학교
2011,국립강릉원주대학교,예ㆍ체능계열,457,93.9,국립강릉원주대학교
2011,국립강릉원주대학교,인문ㆍ사회계열,2334,109.5,국립강릉원주대학교
2011,국립강릉원주대학교,자연과학계열,2029,91.3,국립강릉원주대학교
2011,국립강릉원주대학교,공학계열,1075,95.5,국립강릉원주대학교
2011,국립강릉원주대학교,의학계열,160,95.0,국립강릉원주대학교
2011,국립강릉원주대학교 _제2캠퍼스,자연과학계열,285,108.4,국립강릉원주대학교 _제2캠퍼스
2011,국립강릉원주대학교 _제2캠퍼스,공학계열,1125,88.6,국립강릉원주대학교 _제2캠퍼스
2011,국립강릉원주대학교 _제2캠퍼스,예ㆍ체능계열,334,97.6,국립강릉원주대학교 _제2캠퍼스
2011,국립강릉원주대학교 _제2캠퍼스,인문ㆍ사회계열,429,86.0,국립강릉원주대학교 _제2캠퍼스
2011,국립경국대학교,자연과학계열,1960,98.5,국립경국대학교
2011,국립경국대학교,공학계열,1904,98.7,국립경국대학교
2011,국립경국대학교,예ㆍ체능계열,444,95.3,국립경국대학교
2011,국립경국대학교,인문ㆍ사회계열,2044,106.7,국립경국대학교
2011,국립공주대학교,예ㆍ체능계열,846,110.5,국립공주대학교
2011,국립공주대학교,공학계열,4296,113.0,국립공주대학교
2011,국립공주대학교,인문ㆍ사회계열,3450,122.8,국립공주대학교
2011,국립공주대학교,자연과학계열,3687,106.5,국립공주대학교
2011,국립군산대학교,자연과학계열,1863,92.9,국립군산대학교
2011,국립군산대학교,인문ㆍ사회계열,2090,105.3,국립군산대학교
2011,국립군산대학교,공학계열,3116,96.9,국립군산대학교
2011,국립군산대학교,예ㆍ체능계열,643,97.0,국립군산대학교
2011,국립금오공과대학교,인문ㆍ사회계열,200,118.0,국립금오공과대학교
2011,국립금오공과대학교,자연과학계열,480,100.6,국립금오공과대학교
2011,국립금오공과대학교,공학계열,4727,126.6,국립금오공과대학교
2011,국립목포대학교,예ㆍ체능계열,468,98.5,국립목포대학교
2011,국립목포대학교,인문ㆍ사회계열,2846,121.1,국립목포대학교
2011,국립목포대학교,공학계열,2364,107.8,국립목포대학교
2011,국립목포대학교,자연과학계열,1492,98.6,국립목포대학교
2011,국립목포해양대학교,공학계열,2464,99.6,국립목포해양대학교
2011,국립부경대학교,인문ㆍ사회계열,3952,133.3,국립부경대학교
2011,국립부경대학교,자연과학계열,2414,103.5,국립부경대학교
2011,국립부경대학교,공학계열,7281,125.0,국립부경대학교
