기준년도,학교,계열,편제정원,"재학생 충원율(%)
(B/A) × 100",학교_정규화
2010,유원대학교,예ㆍ체능계열,660,55.9,유원대학교
2010,유원대학교,공학계열,1280,46.8,유원대학교
2010,유원대학교,자연과학계열,890,84.7,유원대학교
2010,유원대학교,인문ㆍ사회계열,1490,67.2,유원대학교
2010,을지대학교,인문ㆍ사회계열,160,88.8,을지대학교
2010,을지대학교,자연과학계열,508,117.9,을지대학교
2010,을지대학교,의학계열,160,116.9,을지대학교
2010,을지대학교 _제2캠퍼스,자연과학계열,3188,119.6,을지대학교 _제2캠퍼스
2010,을지대학교 _제2캠퍼스,인문ㆍ사회계열,800,106.8,을지대학교 _제2캠퍼스
2010,이화여자대학교,인문ㆍ사회계열,6350,130.6,이화여자대학교
2010,이화여자대학교,자연과학계열,2688,117.4,이화여자대학교
2010,이화여자대학교,공학계열,1022,107.3,이화여자대학교
2010,이화여자대학교,예ㆍ체능계열,2526,107.7,이화여자대학교
2010,인제대학교,자연과학계열,2486,109.9,인제대학교
2010,인제대학교,공학계열,2043,96.5,인제대학교
2010,인제대학교,예ㆍ체능계열,920,95.7,인제대학교
2010,인제대학교,인문ㆍ사회계열,3639,105.2,인제대학교
2010,인천가톨릭대학교,인문ㆍ사회계열,155,64.5,인천가톨릭대학교
2010,인천가톨릭대학교,예ㆍ체능계열,445,101.1,인천가톨릭대학교
2010,인천대학교,인문ㆍ사회계열,3013,120.3,인천대학교
2010,인천대학교,예ㆍ체능계열,572,103.8,인천대학교
2010,인천대학교,공학계열,3000,112.4,인천대학교
2010,인천대학교,자연과학계열,1135,103.9,인천대학교
2010,인하대학교,자연과학계열,1430,107.5,인하대학교
2010,인하대학교,인문ㆍ사회계열,6360,126.9,인하대학교
2010,인하대학교,공학계열,5885,136.3,인하대학교
2010,인하대학교,의학계열,98,114.3,인하대학교
2010,인하대학교,예ㆍ체능계열,560,92.9,인하대학교
2010,장로회신학대학교,예ㆍ체능계열,201,113.4,장로회신학대학교
2010,장로회신학대학교,인문ㆍ사회계열,400,110.3,장로회신학대학교
2010,전남대학교,예ㆍ체능계열,962,102.5,전남대학교
2010,전남대학교,인문ㆍ사회계열,5236,128.5,전남대학교
2010,전남대학교,자연과학계열,4719,112.5,전남대학교
2010,전남대학교,공학계열,3402,121.4,전남대학교
2010,전남대학교,의학계열,574,150.5,전남대학교
2010,전남대학교 _제2캠퍼스,인문ㆍ사회계열,980,98.7,전남대학교 _제2캠퍼스
2010,전남대학교 _제2캠퍼스,자연과학계열,1365,102.6,전남대학교 _제2캠퍼스
2010,전남대학교 _제2캠퍼스,공학계열,1367,78.6,전남대학교 _제2캠퍼스
2010,전남대학교 _제2캠퍼스,예ㆍ체능계열,112,106.3,전남대학교 _제2캠퍼스
2010,전북대학교,자연과학계열,4241,103.1,전북대학교
2010,전북대학교,공학계열,5337,112.9,전북대학교
2010,전북대학교,의학계열,200,100.0,전북대학교
2010,전북대학교,예ㆍ체능계열,764,117.9,전북대학교
2010,전북대학교,인문ㆍ사회계열,5204,122.3,전북대학교
2010,전주교육대학교,인문ㆍ사회계열,640,105.8,전주교육대학교
2010,전주교육대학교,자연과학계열,512,105.1,전주교육대학교
2010,전주교육대학교,예ㆍ체능계열,380,106.1,전주교육대학교
2010,전주대학교,공학계열,2136,83.6,전주대학교
2010,전주대학교,자연과학계열,1590,99.0,전주대학교
2010,전주대학교,인문ㆍ사회계열,5900,113.5,전주대학교
2010,전주대학교,예ㆍ체능계열,1692,83.6,전주대학교
2010,제주대학교,인문ㆍ사회계열,4040,115.4,제주대학교
2010,제주대학교,자연과학계열,2990,92.0,제주대학교
2010,제주대학교,공학계열,1365,93.3,제주대학교
2010,제주대학교,의학계열,200,106.5,제주대학교
2010,제주대학교,예ㆍ체능계열,706,97.0,제주대학교
2010,조선대학교,인문ㆍ사회계열,8008,109.0,조선대학교
2010,조선대학교,자연과학계열,2700,102.9,조선대학교
2010,조선대학교,공학계열,6392,97.3,조선대학교
2010,조선대학교,의학계열,410,114.9,조선대학교
2010,조선대학교,예ㆍ체능계열,2280,103.1,조선대학교
2010,중부대학교,인문ㆍ사회계열,3740,94.1,중부대학교
2010,중부대학교,자연과학계열,1085,96.7,중부대학교
2010,중부대학교,공학계열,1995,77.3,중부대학교
2010,중부대학교,예ㆍ체능계열,2120,84.8,중부대학교
2010,중앙대학교,자연과학계열,1614,109.9,중앙대학교
2010,중앙대학교,인문ㆍ사회계열,5520,130.0,중앙대학교
2010,중앙대학교,공학계열,2970,119.6,중앙대학교
2010,중앙대학교,의학계열,258,110.5,중앙대학교
2010,중앙대학교,예ㆍ체능계열,498,90.6,중앙대학교
2010,중앙승가대학교,인문ㆍ사회계열,480,59.4,중앙승가대학교
2010,중원대학교,공학계열,540,78.7,중원대학교
2010,중원대학교,인문ㆍ사회계열,280,77.5,중원대학교
2010,진주교육대학교,인문ㆍ사회계열,903,87.7,진주교육대학교
2010,진주교육대학교,자연과학계열,465,131.2,진주교육대학교
2010,진주교육대학교,예ㆍ체능계열,457,100.2,진주교육대학교
2010,차의과학대학교,인문ㆍ사회계열,200,100.0,차의과학대학교
2010,차의과학대학교,자연과학계열,240,115.8,차의과학대학교
2010,청운대학교,예ㆍ체능계열,800,89.3,청운대학교
2010,청운대학교,공학계열,1440,91.3,청운대학교
2010,청운대학교,자연과학계열,230,113.0,청운대학교
2010,청운대학교,인문ㆍ사회계열,3250,105.4,청운대학교
2010,청주교육대학교,예ㆍ체능계열,344,104.4,청주교육대학교
2010,청주교육대학교,자연과학계열,524,103.4,청주교육대학교
2010,청주교육대학교,인문ㆍ사회계열,724,107.6,청주교육대학교
2010,청주대학교,자연과학계열,1077,95.5,청주대학교
2010,청주대학교,공학계열,2341,105.4,청주대학교
2010,청주대학교,예ㆍ체능계열,2000,95.4,청주대학교
2010,청주대학교,인문ㆍ사회계열,6715,117.6,청주대학교
2010,총신대학교,인문ㆍ사회계열,1160,121.8,총신대학교
2010,총신대학교,예ㆍ체능계열,280,112.9,총신대학교
2010,추계예술대학교,예ㆍ체능계열,900,108.1,추계예술대학교
2010,추계예술대학교,인문ㆍ사회계열,260,106.2,추계예술대학교
2010,춘천교육대학교,인문ㆍ사회계열,1822,104.7,춘천교육대학교
2010,충남대학교,인문ㆍ사회계열,5018,125.3,충남대학교
2010,충남대학교,예ㆍ체능계열,980,98.9,충남대학교
2010,충남대학교,공학계열,4631,115.7,충남대학교
2010,충남대학교,의학계열,436,115.1,충남대학교
2010,충남대학교,자연과학계열,4690,102.7,충남대학교
2010,충북대학교,인문ㆍ사회계열,4080,115.4,충북대학교
2010,충북대학교,자연과학계열,3823,104.1,충북대학교
2010,충북대학교,공학계열,4171,115.4,충북대학교
2010,충북대학교,의학계열,284,93.7,충북대학교
2010,충북대학교,예ㆍ체능계열,410,98.5,충북대학교
2010,칼빈대학교,인문ㆍ사회계열,360,104.2,칼빈대학교
2010,칼빈대학교,예ㆍ체능계열,80,76.3,칼빈대학교
2010,평택대학교,자연과학계열,560,88.4,평택대학교
2010,평택대학교,인문ㆍ사회계열,2485,105.0,평택대학교
2010,평택대학교,예ㆍ체능계열,755,91.3,평택대학교
2010,포항공과대학교,공학계열,800,119.3,포항공과대학교
2010,포항공과대학교,자연과학계열,400,101.5,포항공과대학교
2010,한국교원대학교,공학계열,160,114.4,한국교원대학교
2010,한국교원대학교,자연과학계열,586,103.4,한국교원대학교
2010,한국교원대학교,인문ㆍ사회계열,1293,105.5,한국교원대학교
2010,한국교원대학교,예ㆍ체능계열,240,104.2,한국교원대학교
2010,한국기술교육대학교,공학계열,3004,105.1,한국기술교육대학교
2010,한국기술교육대학교,인문ㆍ사회계열,615,112.4,한국기술교육대학교
2010,한국방송통신대학교,인문ㆍ사회계열,187400,75.9,한국방송통신대학교
2010,한국방송통신대학교,자연과학계열,51400,71.0,한국방송통신대학교
2010,한국성서대학교,공학계열,160,93.8,한국성서대학교
2010,한국성서대학교,인문ㆍ사회계열,775,114.2,한국성서대학교
2010,한국성서대학교,자연과학계열,25,100.0,한국성서대학교
2010,한국예술종합학교,예ㆍ체능계열,2232,101.2,한국예술종합학교
2010,한국외국어대학교,인문ㆍ사회계열,6778,126.9,한국외국어대학교
2010,한국체육대학교,예ㆍ체능계열,2360,101.7,한국체육대학교
2010,한국침례신학대학교,예ㆍ체능계열,260,86.2,한국침례신학대학교
2010,한국침례신학대학교,인문ㆍ사회계열,1340,101.2,한국침례신학대학교
2010,한국항공대학교,공학계열,2400,121.4,한국항공대학교
2010,한국항공대학교,자연과학계열,540,133.7,한국항공대학교
2010,한국항공대학교,인문ㆍ사회계열,620,118.4,한국항공대학교
2010,한남대학교,인문ㆍ사회계열,6932,101.1,한남대학교
2010,한남대학교,자연과학계열,1545,88.5,한남대학교
2010,한남대학교,공학계열,2510,100.2,한남대학교
2010,한남대학교,예ㆍ체능계열,1043,93.6,한남대학교
2010,한동대학교,자연과학계열,313,93.6,한동대학교
2010,한동대학교,공학계열,788,94.3,한동대학교
2010,한동대학교,인문ㆍ사회계열,1939,136.8,한동대학교
2010,한라대학교,인문ㆍ사회계열,1660,89.3,한라대학교
2010,한라대학교,예ㆍ체능계열,280,77.9,한라대학교
2010,한라대학교,공학계열,2040,79.8,한라대학교
2010,한림대학교,자연과학계열,2157,99.9,한림대학교
2010,한림대학교,공학계열,860,101.6,한림대학교
2010,한림대학교,의학계열,304,100.0,한림대학교
2010,한림대학교,예ㆍ체능계열,321,99.1,한림대학교
2010,한림대학교,인문ㆍ사회계열,3870,119.1,한림대학교
2010,한서대학교,인문ㆍ사회계열,2076,104.6,한서대학교
2010,한서대학교,예ㆍ체능계열,1886,99.6,한서대학교
2010,한서대학교,공학계열,2064,97.2,한서대학교
2010,한서대학교,자연과학계열,1374,107.1,한서대학교
2010,한성대학교,공학계열,1880,101.8,한성대학교
2010,한성대학교,인문ㆍ사회계열,3160,108.3,한성대학교
2010,한성대학교,예ㆍ체능계열,1440,107.4,한성대학교
2010,한세대학교,예ㆍ체능계열,724,114.5,한세대학교
2010,한세대학교,공학계열,280,95.7,한세대학교
2010,한세대학교,인문ㆍ사회계열,1356,121.9,한세대학교
2010,한신대학교,인문ㆍ사회계열,3572,108.7,한신대학교
2010,한신대학교,자연과학계열,384,90.9,한신대학교
2010,한신대학교,공학계열,924,93.5,한신대학교
2010,한신대학교,예ㆍ체능계열,160,97.5,한신대학교
2010,한양대학교,자연과학계열,1609,118.4,한양대학교
2010,한양대학교,인문ㆍ사회계열,4238,142.0,한양대학교
2010,한양대학교,공학계열,4571,133.5,한양대학교
2010,한양대학교,예ㆍ체능계열,1246,104.3,한양대학교
2010,한양대학교,의학계열,330,107.9,한양대학교
2010,한양대학교(ERICA) _분교,인문ㆍ사회계열,2925,119.9,한양대학교(ERICA) _분교
2010,한양대학교(ERICA) _분교,자연과학계열,800,97.5,한양대학교(ERICA) _분교
2010,한양대학교(ERICA) _분교,공학계열,2675,128.8,한양대학교(ERICA) _분교
2010,한양대학교(ERICA) _분교,예ㆍ체능계열,1355,102.4,한양대학교(ERICA) _분교
2010,한일장신대학교,예ㆍ체능계열,180,96.1,한일장신대학교
2010,한일장신대학교,인문ㆍ사회계열,1220,90.7,한일장신대학교
2010,협성대학교,인문ㆍ사회계열,2620,104.2,협성대학교
2010,협성대학교,공학계열,560,83.9,협성대학교
2010,협성대학교,예ㆍ체능계열,980,99.7,협성대학교
2010,협성대학교,자연과학계열,160,107.5,협성대학교
2010,호남대학교,자연과학계열,792,94.6,호남대학교
2010,호남대학교,예ㆍ체능계열,1588,88.8,호남대학교
2010,호남대학교,공학계열,1797,87.0,호남대학교
2010,호남대학교,인문ㆍ사회계열,3375,99.2,호남대학교
2010,호남신학대학교,인문ㆍ사회계열,480,94.2,호남신학대학교
2010,호남신학대학교,예ㆍ체능계열,200,92.0,호남신학대학교
2010,호서대학교,예ㆍ체능계열,2060,91.3,호서대학교
2010,호서대학교,인문ㆍ사회계열,4190,105.4,호서대학교
2010,호서대학교,자연과학계열,1100,100.9,호서대학교
2010,호서대학교,공학계열,5290,95.7,호서대학교
2010,호원대학교,인문ㆍ사회계열,2200,108.5,호원대학교
2010,호원대학교,자연과학계열,380,80.5,호원대학교
2010,호원대학교,공학계열,1690,83.2,호원대학교
2010,호원대학교,예ㆍ체능계열,1580,73.7,호원대학교
2010,홍익대학교,예ㆍ체능계열,2000,122.6,홍익대학교
2010,홍익대학교,공학계열,4205,114.2,홍익대학교
2010,홍익대학교,자연과학계열,160,116.3,홍익대학교
2010,홍익대학교,인문ㆍ사회계열,3560,112.9,홍익대학교
2010,화성의과학대학교,예ㆍ체능계열,110,66.4,화성의과학대학교
2010,화성의과학대학교,인문ㆍ사회계열,466,67.2,화성의과학대학교
2010,화성의과학대학교,자연과학계열,150,66.0,화성의과학대학교
2010,화성의과학대학교,공학계열,38,81.6,화성의과학대학교
