기준년도,학교,정원내 신입생 충원율(%),경쟁률
2016,국립강릉원주대학교 _제2캠퍼스,100.0,6.2
2016,국립경국대학교 ,99.7,5.4
2016,국립공주대학교 ,99.8,9.7
2016,국립군산대학교 ,99.9,5.9
2016,국립금오공과대학교 ,99.4,6.2
2016,국립목포대학교 ,99.5,6.5
2016,국립목포해양대학교 ,99.6,4.2
2016,국립부경대학교 ,100.0,7.7
2016,국립순천대학교 ,99.8,6.2
2016,국립창원대학교 ,99.8,7.1
2016,국립한국교통대학교 ,99.6,6.7
2016,국립한국해양대학교 ,100.1,7.7
2016,국립한밭대학교 ,99.5,6.0
2016,국민대학교 ,99.8,8.0
2016,극동대학교 ,95.7,7.4
2016,금강대학교 ,100.0,2.9
2016,김천대학교 ,96.1,3.9
2016,나사렛대학교 ,99.4,5.5
2016,남부대학교 ,99.9,5.5
2016,남서울대학교 ,100.0,6.8
2016,단국대학교 ,99.8,16.2
2016,단국대학교 _제2캠퍼스,99.6,8.7
2016,대구가톨릭대학교 ,99.6,6.7
2016,대구경북과학기술원 ,98.0,11.9
2016,대구교육대학교 ,99.7,4.8
2016,대구대학교 ,99.3,6.2
2016,대구예술대학교 ,90.3,2.9
2016,대구한의대학교 ,99.8,6.4
2016,대신대학교 ,65.5,1.5
2016,대전가톨릭대학교 ,27.5,0.4
2016,대전대학교 ,99.5,6.2
2016,대전신학대학교 ,56.7,0.9
2016,대진대학교 ,98.7,6.7
2016,덕성여자대학교 ,99.6,10.4
2016,동국대학교 ,99.6,13.9
2016,동국대학교(WISE) _분교,99.1,5.7
2016,동덕여자대학교 ,98.7,14.6
2016,동명대학교 ,100.0,6.5
2016,동서대학교 ,100.2,8.4
2016,동신대학교 ,100.0,4.8
2016,동아대학교 ,99.8,5.9
2016,동양대학교 ,99.9,5.4
2016,동의대학교 ,100.0,6.3
2016,디지털서울문화예술대학교 ,87.1,1.7
2016,루터대학교 ,98.0,3.1
2016,명지대학교 ,99.9,9.8
2016,명지대학교 _제2캠퍼스,99.7,8.7
2016,목원대학교 ,99.9,5.8
2016,목포가톨릭대학교 ,100.0,5.1
2016,배재대학교 ,99.5,4.7
2016,백석대학교 ,99.6,10.0
2016,부산가톨릭대학교 ,99.9,7.6
2016,부산교육대학교 ,100.0,7.9
2016,부산대학교 ,99.5,8.9
2016,부산디지털대학교 ,69.7,1.0
2016,부산외국어대학교 ,100.0,5.0
2016,부산장신대학교 ,97.1,1.9
2016,삼육대학교 ,99.3,7.6
2016,상명대학교 ,99.7,13.6
2016,상지대학교 ,93.0,4.2
2016,서강대학교 ,99.9,28.7
2016,서경대학교 ,99.6,14.6
2016,서울과학기술대학교 ,99.8,11.7
2016,서울교육대학교 ,99.7,6.2
2016,서울기독대학교 ,100.0,2.7
2016,서울대학교 ,99.8,6.8
2016,서울디지털대학교 ,71.1,0.8
2016,서울시립대학교 ,99.4,9.6
2016,서울신학대학교 ,100.0,6.1
2016,서울여자대학교 ,99.9,15.4
2016,서울장신대학교 ,100.0,2.7
2016,서울한영대학교 ,96.6,2.7
2016,서원대학교 ,99.8,8.0
2016,선문대학교 ,99.5,5.7
2016,성결대학교 ,100.0,10.5
2016,성공회대학교 ,99.2,6.0
2016,성균관대학교 ,99.8,23.3
2016,성신여자대학교 ,99.8,9.4
2016,세명대학교 ,99.6,5.5
2016,세종대학교 ,98.8,16.7
2016,세한대학교 ,100.0,5.0
2016,송원대학교 ,97.1,4.1
2016,수원가톨릭대학교 ,30.0,0.6
2016,수원대학교 ,99.5,10.6
2016,숙명여자대학교 ,99.6,10.5
2016,순복음총회신학교 ,93.4,0.9
2016,순천향대학교 ,99.1,9.1
2016,숭실대학교 ,99.7,15.3
2016,신경주대학교 ,72.6,2.8
2016,신라대학교 ,100.1,5.6
2016,신한대학교 ,98.8,7.8
2016,신한대학교 _제2캠퍼스,99.3,8.0
2016,아신대학교 ,99.0,2.1
2016,아주대학교 ,99.7,14.9
2016,안양대학교 ,99.6,8.3
2016,안양대학교 _제2캠퍼스,100.0,3.5
2016,연세대학교 ,99.6,13.5
2016,연세대학교(미래) _분교,99.5,9.3
2016,영남대학교 ,99.3,5.9
2016,영남신학대학교 ,72.2,1.1
2016,영산대학교 ,99.3,6.7
2016,영산대학교 _제2캠퍼스,99.4,5.6
2016,예수대학교 ,100.0,6.8
2016,예원예술대학교 ,100.0,4.1
2016,예원예술대학교 _제2캠퍼스,100.0,8.2
2016,용인대학교 ,99.5,9.2
2016,우석대학교 ,99.7,5.0
2016,우송대학교 ,99.8,7.6
2016,울산과학기술원 ,102.5,16.4
2016,울산대학교 ,99.7,5.8
2016,원광대학교 ,99.5,6.2
2016,원광디지털대학교 ,87.2,1.2
2016,위덕대학교 ,99.8,3.6
2016,유원대학교 ,96.7,4.6
2016,을지대학교 ,100.0,14.5
2016,을지대학교 _제2캠퍼스,99.4,14.9
2016,이화여자대학교 ,99.8,12.0
2016,인제대학교 ,99.8,5.7
2016,인천가톨릭대학교 ,92.0,1.3
2016,인천가톨릭대학교 _제2캠퍼스,100.0,6.6
2016,인천대학교 ,99.7,8.6
2016,인하대학교 ,99.7,15.7
2016,장로회신학대학교 ,100.0,3.9
2016,전남대학교 ,99.8,6.5
2016,전남대학교 _제2캠퍼스,99.5,5.5
2016,전북대학교 ,99.7,6.3
2016,전주교육대학교 ,99.6,3.9
2016,전주대학교 ,99.7,7.3
2016,정석대학 ,46.0,0.5
2016,제주국제대학교 ,71.9,1.6
2016,제주대학교 ,99.7,5.9
2016,조선대학교 ,99.8,5.2
2016,중부대학교 ,96.7,7.4
2016,중앙대학교 ,99.4,24.1
2016,중앙대학교 _제2캠퍼스,99.7,10.0
2016,중앙승가대학교 ,41.8,0.5
2016,중원대학교 ,98.9,5.3
2016,진주교육대학교 ,100.0,7.2
2016,차의과학대학교 ,99.8,5.7
2016,창신대학교 ,92.8,5.0
2016,청운대학교 ,97.7,8.3
2016,청주교육대학교 ,99.7,6.8
2016,청주대학교 ,99.0,6.3
2016,초당대학교 ,98.8,5.3
2016,총신대학교 ,99.7,5.6
2016,추계예술대학교 ,99.7,13.2
2016,춘천교육대학교 ,100.0,8.2
2016,충남대학교 ,99.7,8.3
2016,충북대학교 ,99.8,8.7
2016,칼빈대학교 ,94.9,2.6
2016,평택대학교 ,100.2,8.9
2016,포항공과대학교 ,92.5,5.8
2016,한경국립대학교 ,98.8,6.2
2016,한국공학대학교 ,99.9,12.2
2016,한국과학기술원 ,103.9,7.8
2016,한국교원대학교 ,99.8,9.8
2016,한국기술교육대학교 ,100.0,5.8
2016,한국방송통신대학교 ,29.9,0.4
2016,한국성서대학교 ,100.0,8.2
2016,한국예술종합학교 ,94.6,22.7
2016,한국외국어대학교 ,99.0,12.8
2016,한국체육대학교 ,99.3,4.1
2016,한국침례신학대학교 ,100.0,2.2
2016,한국항공대학교 ,100.6,11.0
2016,한남대학교 ,99.6,4.9
2016,한동대학교 ,99.7,5.1
2016,한라대학교 ,99.9,4.8
2016,한림대학교 ,99.7,6.5
2016,한서대학교 ,98.8,9.9
2016,한성대학교 ,99.8,13.8
2016,한세대학교 ,98.8,9.9
2016,한신대학교 ,99.4,9.6
2016,한양대학교 ,99.5,26.3
2016,한양대학교(ERICA) _분교,99.8,14.7
2016,한일장신대학교 ,99.6,2.9
2016,협성대학교 ,99.6,7.5
2016,호남대학교 ,99.9,6.9
2016,호남신학대학교 ,86.9,1.4
2016,호서대학교 ,99.6,8.9
2016,호원대학교 ,99.4,14.1
2016,홍익대학교 ,99.0,12.2
2016,화성의과학대학교 ,62.7,4.8
2017,가야대학교(김해) ,95.1,7.0
2017,가천대학교 ,99.9,17.2
2017,가톨릭관동대학교 ,98.7,4.8
2017,가톨릭꽃동네대학교 ,100.0,3.4
2017,가톨릭대학교 ,99.3,9.3
2017,가톨릭대학교 _제2캠퍼스,100.0,26.1
2017,가톨릭대학교 _제3캠퍼스,68.3,0.9
2017,감리교신학대학교 ,92.7,1.6
2017,강남대학교 ,99.0,6.8
2017,강서대학교 ,98.1,5.5
2017,강원대학교 ,99.4,7.9
2017,강원대학교 _제2캠퍼스,99.3,5.0
2017,건국대학교 ,99.6,16.0
2017,건국대학교(글로컬) _분교,99.2,10.2
2017,건양대학교 ,99.6,6.7
2017,건양대학교 _제2캠퍼스,100.0,6.9
2017,경기대학교 ,99.9,10.8
2017,경기대학교 _제2캠퍼스,99.4,24.0
2017,경남대학교 ,98.2,5.5
2017,경동대학교 ,99.1,5.3
2017,경동대학교 _제3캠퍼스,99.5,6.3
2017,경동대학교 _제4캠퍼스,100.0,4.9
2017,경북대학교 ,99.4,10.9
2017,경상국립대학교 ,99.9,7.5
2017,경성대학교 ,99.7,6.4
2017,경운대학교 ,100.0,7.2
2017,경인교육대학교 ,99.8,4.1
2017,경일대학교 ,99.9,4.9
2017,경희대학교 ,99.4,19.3
2017,계명대학교 ,99.9,7.4
2017,고려대학교 ,100.0,18.3
2017,고려대학교(세종) _분교,99.4,11.1
2017,고신대학교 ,100.0,4.4
2017,공주교육대학교 ,100.0,5.3
2017,광신대학교 ,98.5,1.4
2017,광운대학교 ,99.8,13.0
2017,광주가톨릭대학교 ,65.0,0.7
2017,광주과학기술원 ,99.5,16.3
2017,광주교육대학교 ,99.7,7.0
2017,광주대학교 ,99.8,4.9
2017,광주여자대학교 ,99.8,6.3
2017,국립강릉원주대학교 ,99.7,5.0
2017,국립강릉원주대학교 _제2캠퍼스,99.6,6.5
2017,국립경국대학교 ,99.6,5.2
2017,국립공주대학교 ,99.8,8.2
2017,국립군산대학교 ,100.0,4.7
2017,국립금오공과대학교 ,99.9,5.7
2017,국립목포대학교 ,99.7,5.8
2017,국립목포해양대학교 ,99.1,4.1
2017,국립부경대학교 ,99.6,7.3
2017,국립순천대학교 ,99.1,5.4
2017,국립창원대학교 ,99.5,6.9
2017,국립한국교통대학교 ,99.7,5.9
2017,국립한국해양대학교 ,99.9,6.4
2017,국립한밭대학교 ,99.9,5.7
2017,국민대학교 ,99.8,8.9
2017,극동대학교 ,98.6,9.2
2017,금강대학교 ,95.9,1.8
2017,김천대학교 ,77.9,2.8
2017,나사렛대학교 ,99.8,6.6
2017,남부대학교 ,97.6,5.5
2017,남서울대학교 ,100.0,6.0
2017,단국대학교 ,99.7,15.9
2017,단국대학교 _제2캠퍼스,99.6,8.7
2017,대구가톨릭대학교 ,99.8,7.0
2017,대구경북과학기술원 ,94.3,12.6
2017,대구교육대학교 ,100.0,6.0
2017,대구대학교 ,99.2,5.7
2017,대구예술대학교 ,87.7,2.8
2017,대구한의대학교 ,100.0,7.5
2017,대신대학교 ,100.0,1.9
2017,대전가톨릭대학교 ,27.5,0.3
2017,대전대학교 ,99.6,7.8
2017,대전신학대학교 ,31.7,0.9
2017,대진대학교 ,99.5,6.4
2017,덕성여자대학교 ,99.7,10.4
2017,동국대학교 ,99.4,14.0
2017,동국대학교(WISE) _분교,99.5,5.7
2017,동덕여자대학교 ,99.5,13.4
2017,동명대학교 ,100.0,6.5
2017,동서대학교 ,100.1,7.7
2017,동신대학교 ,99.8,5.1
2017,동아대학교 ,99.9,7.6
2017,동양대학교 ,99.0,4.9
2017,동의대학교 ,100.0,6.0
2017,디지털서울문화예술대학교 ,87.5,1.8
2017,루터대학교 ,100.0,2.5
2017,명지대학교 ,99.9,10.6
2017,명지대학교 _제2캠퍼스,99.5,9.0
2017,목원대학교 ,100.0,5.4
2017,목포가톨릭대학교 ,100.0,5.0
2017,배재대학교 ,99.7,6.0
2017,백석대학교 ,99.6,9.6
2017,부산가톨릭대학교 ,100.3,6.7
2017,부산교육대학교 ,100.0,8.3
2017,부산대학교 ,99.8,10.0
2017,부산디지털대학교 ,67.7,1.0
2017,부산외국어대학교 ,100.0,4.6
2017,부산장신대학교 ,85.7,2.0
2017,삼육대학교 ,99.6,14.0
2017,상명대학교 ,99.6,13.9
2017,상명대학교 _제2캠퍼스,99.8,10.3
2017,상지대학교 ,94.9,4.3
2017,서강대학교 ,99.5,26.4
2017,서경대학교 ,99.7,17.3
2017,서울과학기술대학교 ,99.0,14.0
2017,서울교육대학교 ,100.0,5.5
2017,서울기독대학교 ,100.0,2.8
2017,서울대학교 ,99.7,7.0
2017,서울디지털대학교 ,90.9,1.6
2017,서울시립대학교 ,99.1,11.0
2017,서울신학대학교 ,99.4,5.7
2017,서울여자대학교 ,99.9,14.3
2017,서울장신대학교 ,100.0,3.2
2017,서울한영대학교 ,100.0,2.5
2017,서원대학교 ,99.8,6.6
2017,선문대학교 ,99.8,4.3
2017,성결대학교 ,100.0,12.7
2017,성공회대학교 ,99.6,5.8
2017,성균관대학교 ,100.2,21.0
2017,성신여자대학교 ,100.0,9.9
2017,세명대학교 ,99.7,6.2
2017,세종대학교 ,99.5,17.1
2017,세한대학교 ,100.0,6.5
2017,송원대학교 ,99.3,5.2
2017,수원가톨릭대학교 ,34.4,0.6
2017,수원대학교 ,99.6,9.8
2017,숙명여자대학교 ,99.7,12.0
2017,순복음총회신학교 ,51.8,1.6
2017,순천향대학교 ,99.7,9.2
2017,숭실대학교 ,99.8,14.6
2017,신경주대학교 ,56.1,2.8
2017,신라대학교 ,100.1,6.6
2017,신한대학교 ,98.8,8.8
2017,신한대학교 _제2캠퍼스,99.4,9.5
2017,아신대학교 ,95.7,1.8
2017,아주대학교 ,99.9,13.0
2017,안양대학교 ,99.3,11.9
2017,안양대학교 _제2캠퍼스,100.0,4.1
2017,연세대학교 ,99.6,12.5
2017,연세대학교(미래) _분교,99.7,9.3
2017,영남대학교 ,99.6,6.2
2017,영남신학대학교 ,100.0,1.7
2017,영산대학교 ,91.9,6.3
2017,영산대학교 _제2캠퍼스,96.2,5.3
2017,예수대학교 ,100.0,5.5
2017,예원예술대학교 ,99.1,5.2
2017,예원예술대학교 _제2캠퍼스,100.0,10.0
2017,용인대학교 ,99.2,8.1
2017,우석대학교 ,99.4,5.1
2017,우송대학교 ,99.7,6.8
2017,울산과학기술원 ,102.2,15.7
2017,울산대학교 ,99.8,5.6
2017,원광대학교 ,99.8,6.4
2017,원광디지털대학교 ,87.1,1.3
2017,위덕대학교 ,95.8,3.5
2017,유원대학교 ,98.9,5.3
2017,을지대학교 ,100.0,21.8
2017,을지대학교 _제2캠퍼스,99.8,14.7
2017,이화여자대학교 ,99.8,11.6
2017,인제대학교 ,100.3,5.8
2017,인천가톨릭대학교 ,88.0,1.0
2017,인천가톨릭대학교 _제2캠퍼스,100.0,7.0
2017,인천대학교 ,99.8,7.6
2017,인하대학교 ,100.0,18.7
2017,장로회신학대학교 ,100.0,4.1
2017,전남대학교 ,99.9,6.1
2017,전남대학교 _제2캠퍼스,99.1,5.6
2017,전북대학교 ,99.8,6.4
2017,전주교육대학교 ,99.6,3.8
2017,전주대학교 ,99.8,6.3
2017,정석대학 ,47.0,0.5
2017,제주국제대학교 ,59.7,1.5
2017,제주대학교 ,98.9,5.6
2017,조선대학교 ,99.9,5.1
2017,중부대학교 ,99.7,8.1
2017,중앙대학교 ,99.3,26.1
2017,중앙대학교 _제2캠퍼스,99.6,10.5
2017,중앙승가대학교 ,38.5,0.5
2017,중원대학교 ,91.7,5.9
2017,진주교육대학교 ,100.0,7.7
2017,차의과학대학교 ,99.8,5.5
2017,창신대학교 ,97.0,6.2
2017,청운대학교 ,97.1,9.6
2017,청주교육대학교 ,100.0,6.4
2017,청주대학교 ,99.3,5.5
2017,초당대학교 ,99.6,6.2
2017,총신대학교 ,99.7,4.7
2017,추계예술대학교 ,100.0,13.5
2017,춘천교육대학교 ,100.0,8.6
2017,충남대학교 ,99.7,8.6
2017,충북대학교 ,99.9,8.9
2017,칼빈대학교 ,76.2,2.1
2017,평택대학교 ,100.2,12.4
2017,포항공과대학교 ,92.8,7.1
2017,한경국립대학교 ,99.3,6.1
2017,한국공학대학교 ,99.6,11.0
2017,한국과학기술원 ,103.5,8.4
2017,한국교원대학교 ,99.8,9.4
2017,한국기술교육대학교 ,99.9,6.1
2017,한국방송통신대학교 ,27.5,0.3
2017,한국성서대학교 ,100.4,7.4
2017,한국예술종합학교 ,96.8,23.3
2017,한국외국어대학교 ,98.9,12.5
2017,한국체육대학교 ,99.7,4.1
2017,한국침례신학대학교 ,96.1,2.0
2017,한국항공대학교 ,99.5,10.5
2017,한남대학교 ,99.9,4.6
2017,한동대학교 ,99.7,4.1
2017,한라대학교 ,99.6,5.1
2017,한림대학교 ,99.5,4.8
2017,한서대학교 ,100.2,12.1
2017,한성대학교 ,99.7,8.6
2017,한세대학교 ,99.7,9.9
2017,한신대학교 ,99.7,9.7
2017,한양대학교 ,99.6,21.5
2017,한양대학교(ERICA) _분교,99.6,15.9
2017,한일장신대학교 ,96.9,2.7
2017,협성대학교 ,99.1,7.0
2017,호남대학교 ,99.9,6.6
2017,호남신학대학교 ,88.2,1.5
2017,호서대학교 ,99.7,7.5
2017,호원대학교 ,95.1,13.4
2017,홍익대학교 ,98.4,10.6
2017,홍익대학교 _제2캠퍼스,97.6,5.8
2017,화성의과학대학교 ,66.4,5.0
2018,가야대학교(김해) ,95.5,6.8
2018,가천대학교 ,100.0,17.6
2018,가톨릭관동대학교 ,99.3,4.6
2018,가톨릭꽃동네대학교 ,100.0,3.5
2018,가톨릭대학교 ,99.9,8.5
2018,가톨릭대학교 _제2캠퍼스,100.0,31.5
2018,가톨릭대학교 _제3캠퍼스,98.0,1.1
2018,감리교신학대학교 ,99.0,1.7
2018,강남대학교 ,99.3,6.9
2018,강서대학교 ,98.2,4.8
2018,강원대학교 ,99.7,7.5
2018,강원대학교 _제2캠퍼스,99.4,5.4
2018,건국대학교 ,99.5,16.8
2018,건국대학교(글로컬) _분교,99.6,10.4
2018,건양대학교 ,99.8,6.1
2018,건양대학교 _제2캠퍼스,99.6,8.2
2018,경기대학교 ,99.8,10.3
2018,경기대학교 _제2캠퍼스,100.0,22.0
2018,경남대학교 ,99.5,4.8
2018,경동대학교 ,99.4,4.5
2018,경동대학교 _제3캠퍼스,99.9,5.0
2018,경동대학교 _제4캠퍼스,100.0,7.3
2018,경북대학교 ,99.6,11.9
2018,경상국립대학교 ,100.0,8.1
2018,경성대학교 ,99.8,6.9
2018,경운대학교 ,100.0,6.7
2018,경인교육대학교 ,100.0,4.4
2018,경일대학교 ,99.2,5.3
2018,경희대학교 ,99.7,19.0
2018,계명대학교 ,100.0,7.4
2018,고려대학교 ,99.9,7.3
2018,고려대학교(세종) _분교,99.7,11.9
2018,고신대학교 ,100.0,5.6
2018,공주교육대학교 ,99.7,3.7
2018,광신대학교 ,97.5,1.6
2018,광운대학교 ,99.8,14.8
2018,광주가톨릭대학교 ,60.0,0.6
2018,광주과학기술원 ,99.5,15.6
2018,광주교육대학교 ,99.7,6.2
2018,광주대학교 ,99.8,5.6
2018,광주여자대학교 ,100.0,5.3
2018,국립강릉원주대학교 ,99.8,5.4
2018,국립강릉원주대학교 _제2캠퍼스,100.2,6.6
2018,국립경국대학교 ,99.7,4.7
2018,국립공주대학교 ,99.7,9.2
2018,국립군산대학교 ,100.0,5.3
2018,국립금오공과대학교 ,99.7,7.8
2018,국립목포대학교 ,99.0,5.7
2018,국립목포해양대학교 ,99.6,4.3
2018,국립부경대학교 ,99.8,8.1
2018,국립순천대학교 ,99.6,5.1
2018,국립창원대학교 ,99.4,7.1
2018,국립한국교통대학교 ,99.3,6.4
2018,국립한국해양대학교 ,100.0,6.8
2018,국립한밭대학교 ,99.8,6.1
2018,국민대학교 ,99.5,9.5
2018,극동대학교 ,98.9,10.1
2018,금강대학교 ,97.9,1.7
2018,김천대학교 ,95.7,5.2
2018,나사렛대학교 ,99.8,5.8
2018,남부대학교 ,99.6,6.7
2018,남서울대학교 ,100.0,8.4
2018,단국대학교 ,99.7,16.0
2018,단국대학교 _제2캠퍼스,99.6,9.3
2018,대구가톨릭대학교 ,100.0,6.2
2018,대구경북과학기술원 ,93.6,13.3
2018,대구교육대학교 ,100.0,5.3
2018,대구대학교 ,98.9,6.1
2018,대구예술대학교 ,77.0,2.7
2018,대구한의대학교 ,99.9,7.2
2018,대신대학교 ,100.0,1.9
2018,대전가톨릭대학교 ,22.5,0.2
2018,대전대학교 ,99.4,7.2
2018,대전신학대학교 ,31.7,0.7
2018,대진대학교 ,100.0,6.3
2018,덕성여자대학교 ,99.8,14.4
2018,동국대학교 ,99.5,16.2
2018,동국대학교(WISE) _분교,99.3,6.2
2018,동덕여자대학교 ,99.8,13.0
2018,동명대학교 ,99.8,7.4
2018,동서대학교 ,100.0,8.1
2018,동신대학교 ,99.2,5.7
2018,동아대학교 ,99.9,6.8
2018,동양대학교 ,100.0,5.7
2018,동의대학교 ,100.0,5.7
2018,디지털서울문화예술대학교 ,80.6,1.6
2018,루터대학교 ,98.8,3.7
2018,명지대학교 ,99.5,10.1
2018,명지대학교 _제2캠퍼스,99.4,9.5
2018,목원대학교 ,100.0,5.6
2018,목포가톨릭대학교 ,100.0,4.7
2018,배재대학교 ,99.4,5.9
2018,백석대학교 ,99.8,10.0
2018,부산가톨릭대학교 ,99.8,5.6
2018,부산교육대학교 ,99.7,7.1
2018,부산대학교 ,99.8,11.5
2018,부산디지털대학교 ,70.7,1.0
2018,부산외국어대학교 ,99.8,5.4
2018,부산장신대학교 ,95.6,1.5
2018,삼육대학교 ,100.0,14.2
2018,상명대학교 ,99.8,12.0
2018,상명대학교 _제2캠퍼스,100.0,9.5
2018,상지대학교 ,94.8,4.6
2018,서강대학교 ,99.9,26.7
2018,서경대학교 ,99.5,20.7
2018,서울과학기술대학교 ,99.4,13.2
2018,서울교육대학교 ,100.0,5.2
2018,서울기독대학교 ,99.3,3.5
2018,서울대학교 ,99.8,6.8
2018,서울디지털대학교 ,63.4,0.9
2018,서울시립대학교 ,99.2,12.9
2018,서울신학대학교 ,100.0,6.9
2018,서울여자대학교 ,99.8,16.9
2018,서울장신대학교 ,100.0,2.9
2018,서울한영대학교 ,100.0,3.8
2018,서원대학교 ,99.9,6.5
2018,선문대학교 ,99.6,4.9
2018,성결대학교 ,100.0,13.0
2018,성공회대학교 ,99.8,5.8
2018,성균관대학교 ,99.9,22.6
2018,성신여자대학교 ,100.0,10.9
2018,세명대학교 ,99.7,5.8
2018,세종대학교 ,99.5,12.5
2018,세한대학교 ,100.1,7.4
2018,송원대학교 ,99.8,5.4
2018,수원가톨릭대학교 ,43.3,0.6
2018,수원대학교 ,99.9,11.4
2018,숙명여자대학교 ,99.7,9.7
2018,순복음총회신학교 ,45.8,1.2
2018,순천향대학교 ,99.9,8.0
2018,숭실대학교 ,99.6,14.5
2018,신경주대학교 ,32.9,2.0
2018,신라대학교 ,100.0,5.8
2018,신한대학교 ,98.8,11.4
2018,신한대학교 _제2캠퍼스,99.1,10.2
2018,아신대학교 ,90.4,1.7
2018,아주대학교 ,99.7,16.3
2018,안양대학교 ,99.7,8.7
2018,안양대학교 _제2캠퍼스,99.2,5.2
2018,연세대학교 ,99.5,16.7
2018,연세대학교(미래) _분교,99.7,11.3
2018,영남대학교 ,99.8,5.6
2018,영남신학대학교 ,100.0,1.4
2018,영산대학교 ,99.9,7.9
2018,영산대학교 _제2캠퍼스,100.0,5.2
2018,예수대학교 ,99.3,6.8
2018,예원예술대학교 ,97.6,5.2
2018,예원예술대학교 _제2캠퍼스,96.0,10.9
2018,용인대학교 ,99.2,9.1
2018,우석대학교 ,98.3,5.1
2018,우송대학교 ,99.9,7.1
2018,울산과학기술원 ,98.9,9.6
2018,울산대학교 ,99.6,5.5
2018,원광대학교 ,99.4,5.2
2018,원광디지털대학교 ,86.0,1.3
2018,위덕대학교 ,96.2,3.7
2018,유원대학교 ,99.6,4.5
2018,을지대학교 ,99.3,12.0
2018,을지대학교 _제2캠퍼스,100.0,12.9
2018,이화여자대학교 ,99.9,12.2
2018,인제대학교 ,99.8,6.5
2018,인천가톨릭대학교 ,65.2,0.8
2018,인천가톨릭대학교 _제2캠퍼스,100.0,7.8
2018,인천대학교 ,99.8,8.6
2018,인하대학교 ,99.9,17.1
2018,장로회신학대학교 ,100.0,4.1
2018,전남대학교 ,99.9,6.6
2018,전남대학교 _제2캠퍼스,99.2,6.4
2018,전북대학교 ,99.3,6.9
2018,전주교육대학교 ,99.7,3.6
2018,전주대학교 ,99.7,6.2
2018,정석대학 ,42.0,0.4
2018,제주국제대학교 ,62.6,1.6
2018,제주대학교 ,99.7,7.0
2018,조선대학교 ,99.6,5.0
2018,중부대학교 ,100.0,8.7
2018,중앙대학교 ,99.8,26.0
2018,중앙대학교 _제2캠퍼스,99.4,9.3
2018,중앙승가대학교 ,26.7,0.3
2018,중원대학교 ,97.5,6.0
2018,진주교육대학교 ,100.0,7.2
2018,차의과학대학교 ,100.0,5.9
2018,창신대학교 ,100.0,7.2
2018,청운대학교 ,97.0,9.7
2018,청주교육대학교 ,100.0,6.2
2018,청주대학교 ,98.9,5.1
2018,초당대학교 ,100.0,6.7
2018,총신대학교 ,99.4,4.5
2018,추계예술대학교 ,99.6,14.0
2018,춘천교육대학교 ,100.0,8.1
2018,충남대학교 ,99.9,8.4
2018,충북대학교 ,99.9,9.5
2018,칼빈대학교 ,91.4,2.7
2018,평택대학교 ,99.5,11.9
2018,포항공과대학교 ,99.7,7.2
2018,한경국립대학교 ,99.4,6.2
2018,한국공학대학교 ,99.9,12.2
2018,한국과학기술원 ,105.4,7.5
2018,한국교원대학교 ,99.5,6.0
2018,한국기술교육대학교 ,100.0,5.5
2018,한국방송통신대학교 ,27.9,0.3
2018,한국성서대학교 ,100.0,8.6
2018,한국예술종합학교 ,95.7,23.4
2018,한국외국어대학교 ,99.2,11.6
2018,한국전통문화대학교 ,100.0,6.5
2018,한국체육대학교 ,99.6,3.9
2018,한국침례신학대학교 ,86.9,1.9
2018,한국항공대학교 ,99.8,12.1
2018,한남대학교 ,99.9,5.1
2018,한동대학교 ,99.9,4.2
2018,한라대학교 ,99.6,4.7
2018,한림대학교 ,99.7,5.2
2018,한서대학교 ,99.7,11.0
2018,한성대학교 ,99.7,14.1
2018,한세대학교 ,99.8,16.2
2018,한신대학교 ,99.8,8.3
2018,한양대학교 ,99.7,23.2
2018,한양대학교(ERICA) _분교,99.5,19.5
2018,한일장신대학교 ,96.8,3.4
2018,협성대학교 ,99.6,8.6
2018,호남대학교 ,99.9,6.7
2018,호남신학대학교 ,96.1,1.5
2018,호서대학교 ,99.7,7.7
2018,호원대학교 ,99.5,11.7
2018,홍익대학교 ,99.0,12.1
2018,홍익대학교 _제2캠퍼스,98.2,7.9
2018,화성의과학대학교 ,74.4,6.3
2019,가야대학교(김해) ,87.9,5.1
2019,가천대학교 ,99.9,17.9
2019,가톨릭관동대학교 ,99.7,4.8
2019,가톨릭꽃동네대학교 ,99.1,3.9
2019,가톨릭대학교 ,99.7,8.8
2019,가톨릭대학교 _제2캠퍼스,100.0,25.7
2019,가톨릭대학교 _제3캠퍼스,100.0,1.2
2019,감리교신학대학교 ,95.1,1.5
2019,강남대학교 ,99.1,8.7
2019,강서대학교 ,99.6,6.9
2019,강원대학교 ,99.5,7.0
2019,강원대학교 _제2캠퍼스,98.9,6.2
2019,건국대학교 ,98.7,17.2
2019,건국대학교(글로컬) _분교,99.7,10.7
2019,건양대학교 ,99.3,6.3
2019,건양대학교 _제2캠퍼스,99.9,8.3
2019,경기대학교 ,99.9,9.6
2019,경기대학교 _제2캠퍼스,99.7,21.9
2019,경남대학교 ,99.4,4.6
2019,경동대학교 ,100.0,4.2
2019,경동대학교 _제3캠퍼스,99.9,6.1
2019,경동대학교 _제4캠퍼스,99.7,6.5
2019,경북대학교 ,99.7,11.1
2019,경상국립대학교 ,99.8,6.4
2019,경성대학교 ,99.7,8.3
2019,경운대학교 ,100.0,6.8
2019,경인교육대학교 ,99.7,3.9
2019,경일대학교 ,100.0,7.2
