기준년도,학교,학과,등록금
,,도시문화콘텐츠학과,6206000
,,디자인학부,8860000
,,문화관광경영학부,5646000
,,문화재발굴보존학과,5646000
,,보건의료행정학과,6206000
,,보석귀금속학과,7382000
,,사이버보안학과,7382000
,,사이버정보전학과,7382000
,,사회복지학과,6206000
,,생명화학공학과,7382000
,,생활체육학과,7418000
,,안전공학부,8660000
,,연극영화학과,7730000
,,유아교육과,6206000
,,전자전기공학과,7382000
,,철도건설안전공학과,7942000
,,철도경영학과,6206000
,,철도기계시스템학과,7942000
,,철도운전제어학과,7942000
,,철도전기융합학과,7942000
,,철도전기통신학과,7382000
,,철도차량학과,7382000
,,철도토목학과,7382000
,,컴퓨터·정보통신군사학과,7942000
,,컴퓨터학과,7942000
,,테크노공공인재학부,8100000
,,패션경영학과,7730000
,,항공IT학과,7942000
,,항공비서학과,5646000
,,항공서비스학과,6206000
,,행정경찰학부,5646000
,,화공생명공학과,7382000
,동의대학교,e비즈니스학전공,5422000
,,간호학과,6994000
,,건설공학부,7912000
,,건축공학전공,7432000
,,건축학전공,7432000
,,게임애니메이션공학전공,7432000
,,경영정보학전공,5422000
,,경영학부,5902000
,,경영학전공,5422000
,,경제・금융보험・재무부동산학부,5902000
,,경제학전공,5422000
,,경찰행정학전공,5422000
,,공공인재학부,5902000
,,광고홍보학전공,5622000
,,국제관광경영학전공,5422000
,,금속소재공학전공,7432000
,,금융보험학전공,5422000
,,기계공학전공,7432000
,,기계자동차로봇부품공학부,7912000
,,데이터정보학과,6514000
,,도시공학전공,7432000
,,디자인공학부,7912000
,,디자인조형학과,7912000
,,디지털콘텐츠게임애니메이션공학부,7912000
,,디지털콘텐츠학전공,7432000
,,레저스포츠태권도학부,6994000
,,레저스포츠학전공,6514000
,,로봇·자동화공학전공,7432000
,,무역・유통학부,5902000
,,무역학전공,5422000
,,문헌정보학과,5902000
,,물리치료학과,6994000
,,미디어·광고학부,6102000
,,바이오응용공학부,7912000
,,바이오의약공학전공,7432000
,,방사선학과,6994000
,,법・경찰행정학부,5902000
,,법학전공,5422000
,,보육・가정상담학과,6994000
,,부동산금융·자산경영학과,5902000
,,분자생물학과,6514000
,,사학과,5422000
,,사회복지학전공,5422000
,,산업융합시스템공학부,7912000
,,생명응용학과,6514000
,,생산정보기술공학전공,7432000
,,소방방재행정학과,5902000
,,수학과,6514000
,,식품공학전공,6514000
,,식품영양학과,6994000
,,신문방송학전공,5622000
,,신소재공학부,7912000
,,영어학과,5902000
,,영화학과,7912000
,,외식산업경영학전공,5422000
,,유아교육과,5902000
,,유통물류학전공,5422000
,,음악학과,7912000
,,응용소프트웨어공학전공,7432000
,,응용화학전공,7432000
,,의료경영학과,6994000
,,의료경영학과(인문),5622000
,,의생명공학전공,7432000
,,일본어학과,5902000
,,임상병리학과,6994000
,,재무부동산학전공,5422000
,,전기공학전공,7432000
,,전기전자통신공학부,7912000
,,전자공학전공,7432000
,,정보경영학부,5902000
,,정보통신공학전공,7432000
,,조선해양공학과,7912000
,,중국어학과,5902000
,,창의소프트웨어공학부,7912000
,,철학상담・심리학과,5422000
,,체육학과,6994000
,,치위생학과,6994000
,,컴퓨터공학과,7912000
,,컴퓨터소프트웨어공학전공,7432000
,,태권도학전공,6514000
,,토목공학전공,7432000
,,패션디자인학과,6994000
,,평생교육·청소년상담학과,5902000
,,한국어문학과,5902000
,,한의예과,8586000
,,한의학과,8106000
,,행정정책학전공,5422000
,,호텔ㆍ컨벤션경영학전공,5422000
,,호텔관광외식경영학부,5902000
,,화학공학전공,7432000
,,화학과,6514000
,,화학환경공학부,7912000
,,환경공학전공,7432000
,,회계학전공,5422000
,루터대학교,사회복지학과,6852000
,,상담심리학과,6852000
,,신학과,6852000
,,언어치료학과,6852000
,명지대학교,건축학부 건축학전공(5년제),9870000
,,건축학부 공간디자인전공(5년제),10609000
,,건축학부 전통건축전공(5년제),9870000
,,건축학부(건축학전공/전통건축전공) (5년제),10609000
,,교통공학과,9094000
,,국제학부,9833000
,,기계공학과,9094000
,,기계산업경영공학부,9833000
,,디자인학부 산업디자인전공,10187000
,,디자인학부 시각디자인전공,10187000
,,디자인학부 영상디자인전공,10187000
,,디자인학부 패션디자인전공,10187000
,,물리학과,8240000
,,바둑학과,9781000
,,산업경영공학과,9094000
,,생명과학정보학부,8240000
,,수학과,8240000
,,스포츠학부,9781000
,,스포츠학부 스포츠지도학전공,9781000
,,식품영양학과,8240000
,,신소재공학과,9094000
,,영화・뮤지컬학부 뮤지컬공연전공,9870000
,,영화・뮤지컬학부 영화전공,9870000
,,예술학부(뮤지컬공연전공),10609000
,,예술학부(성악전공),10333000
,,예술학부(영화전공),10609000
,,예술학부(작곡전공),10333000
,,예술학부(피아노전공),10333000
,,융합공학부,9833000
,,음악학부(성악전공),9594000
,,음악학부(작곡전공),9594000
,,음악학부(피아노전공),9594000
,,자연과학대학,8979000
,,전공자유학부,9833000
,,전기공학과,9094000
,,전기전자공학부,9833000
,,전기전자정보통신공학부,9094000
,,전자공학과,9094000
,,정보통신공학과,9833000
,,체육학부,9042000
,,체육학부 경기지도학전공,9042000
,,컴퓨터공학과,9833000
,,토목교통공학부,9833000
,,토목환경공학과,9094000
,,화공신소재환경공학부,9833000
,,화학공학과,9094000
,,화학과,8240000
,,환경에너지공학과,9094000
,명지대학교 _제2캠퍼스,경영대학,7549000
,,경영정보학과,6810000
,,경영학과,6810000
,,경제학과,6754000
,,국어국문학과,6754000
,,국제통상학과,6810000
,,디지털미디어학과,6824000
,,디지털콘텐츠디자인학과,9833000
,,문예창작학과,7493000
,,문헌정보학과,6754000
,,미래융합경영학과,7493000
,,미술사학과,6754000
,,법무정책학과,6754000
,,법무행정학과,7493000
,,법학과,7493000
,,부동산학과,7509500
,,사학과,6754000
,,사회과학대학,7493000
,,사회복지학과,7493000
,,심리치료학과,7493000
,,아동학과,6754000
,,아랍지역학과,7493000
,,어문학부,7493000
,,영어영문학과,6754000
,,융합소프트웨어학부,9833000
,,융합전공학부(인문),7493000
,,인문학부,7493000
,,일어일문학과,6754000
,,전공자유학부,7493000
,,정치외교학과,6754000
,,중어중문학과,6754000
,,창의융합인재학부,7493000
,,철학과,6754000
,,청소년지도학과,6754000
,,행정학과,6754000
,목원대학교,TV・영화학부,8656000
,,TV・영화학부 TV・영화전공,8050000
,,TV・영화학부 연기전공,8050000
,,건반악학부,8050000
,,건반악학부 반주전공,8050000
,,건반악학부 피아노전공,8050000
,,건축학부,8656000
,,경영학과,7006000
,,경제학과,7006000
,,경찰법학과,7006000
,,관현악학부,8656000
,,관현악학부 관악전공,8050000
,,관현악학부 현악전공,8050000
,,광고홍보언론학과,7006000
,,국악과,8656000
,,국어교육과,7006000
,,국제문화학과,7006000
,,금융보험부동산학과,7006000
,,기술마케팅학과,7254000
,,도시・환경・화학공학과,8656000
,,도시공학과,8050000
,,도자디자인학과,8656000
,,마케팅정보컨설팅학과,7006000
,,만화・애니메이션과,8656000
,,무역학과,7006000
,,미생물나노소재학과,7860000
,,미술교육과,8656000
,,미술학부,8656000
,,미술학부 기독교미술전공,8050000
,,미술학부 서양화전공,8050000
,,미술학부 한국화전공,8050000
,,사회복지학과,7006000
,,산업디자인학과,8656000
,,생의약화장품학부,7860000
,,서비스경영학부,7006000
,,섬유・패션디자인학과,8656000
,,성악・뮤지컬학과,8656000
,,성악・뮤지컬학부,8050000
,,소방안전관리학과,7860000
,,수학과,7417600
,,수학교육과,7433000
,,스포츠건강관리학과,7860000
,,시각디자인학과,8656000
,,신소재화학공학과,8050000
,,신학과,7006000
,,역사학과,7006000
,,영어교육과,7006000
,,영어영문학과,7006000
,,유아교육과,7006000
,,융합컴퓨터·미디어학부,8656000
,,음악교육과,8656000
,,의생명·보건학부,7860000
,,작곡・재즈학부,8656000
,,전자공학과,8656000
,,정보통신융합공학부,8656000
,,조소과,8656000
,,중국학과,7006000
,,지능로봇공학과,8656000
,,지식재산학과,7860000
,,피아노과,8656000
,,행정학과,7006000
,목포가톨릭대학교,간호학과,7196000
,,사회복지학과,5742000
,,유아교육과,6312000
,배재대학교,TESOL·비즈니스영어학과,6917000
,,가정교육과,7741000
,,간호학과,8280000
,,건설환경ㆍ철도공학과,8516000
,,건축학부,8516000
,,건축학전공,7991000
,,게임공학과,8516000
,,경영학과,6917000
,,공무원법학과,6917000
,,관광이벤트컨벤션학과,6917000
,,광고사진영상학과,8516000
,,글로벌공공인재학부,6917000
,,글로벌관광호텔학부,6392000
,,기업컨설팅학과,6917000
,,나노고분자재료공학과,7991000
,,드론・로봇공학과,8516000
,,러시아・중앙아시아학전공,6917000
,,러시아학과,6392000
,,레저스포츠학과,8516000
,,무역물류학과,6917000
,,미디어콘텐츠학과,6917000
,,미술디자인학부,8516000
,,바이오・의생명공학과,7741000
,,복지신학과,6917000
,,사이버보안학과,8516000
,,생명공학과,7741000
,,생물의약학과,7741000
,,스페인・중남미학과,6917000
,,신소재공학과,8516000
,,실내건축학전공,7991000
,,실버보건학과(인문사회계열),6917000
,,실용음악과,8516000
,,심리상담학과,6917000
,,여가서비스경영학과,6392000
,,연극영화학과,8516000
,,영어영문학과,6392000
,,영어영문학전공,6917000
,,외식경영학과(자연과학계열),7741000
,,원예산림학과,7741000
,,유아교육과,7347000
,,의류패션학과,7741000
,,일본학과,6917000
,,전기공학과,8516000
,,전자공학과,8516000
,,전자상거래학과,7154000
,,정밀응용과학부,7741000
,,정보통신공학과,8516000
,,정부・공기업전공,6392000
,,정치언론안보학과,6392000
,,제약공학과,7216000
,,조경학과,8516000
,,조경학전공,7216000
,,중국학과,6917000
,,컴퓨터공학과,8516000
,,컴퓨터수학과,7741000
,,피아노과,8516000
,,한국어문학과,6917000
,,항공운항과,7565000
,,행정학과,6917000
,,호텔여가서비스경영학과,6917000
,백석대학교,간호학과,8944000
,,경상학부,7544000
,,경찰학부,7544000
,,관광학부,7544000
,,관광학부 항공서비스전공,7544000
,,기독교학부,7544000
,,디자인영상학부,9644000
,,문화예술학부 뮤지컬전공,9644000
,,문화예술학부 성악·뮤지컬전공,9060000
,,문화예술학부 실용음악전공,9644000
,,문화예술학부 연극영화전공,9060000
,,문화예술학부 연기예술전공,9644000
,,문화예술학부 피아노전공,9644000
,,물리치료학과,8944000
,,법행정경찰학부,6960000
,,사회복지학부,7544000
,,스포츠과학부,9364000
,,스포츠과학부 태권도전공,9364000
,,안경광학과,8944000
,,어문학부,7544000
,,유아교육과,7544000
,,유아특수교육과,7544000
,,응급구조학과,8944000
,,작업치료학과,8944000
,,정보통신학부,8944000
,,치위생학과,8944000
,,특수교육과,7544000
,,특수체육교육과,9364000
,부산가톨릭대학교,간호학과,7404000
,,경영정보학과,6366000
,,경영학과,6366000
,,노인복지보건학과,7404000
,,물리치료학과,7404000
,,방사선학과,7404000
,,병원경영학과,7404000
,,사회복지상담학과,6366000
,,사회복지학과,6366000
,,산업보건학과,7404000
,,소프트웨어학과,8032000
,,신학과,5600000
,,언어청각치료학과,7404000
,,유통경영학과,6366000
,,임상병리학과,7404000
,,치기공학과,7404000
,,컴퓨터공학과,8032000
,,환경공학과,8032000
,,환경행정학과,7404000
,부산교육대학교,과학교육과,3024000
,,교육학과,3024000
,,국어교육과,3024000
,,미술교육과,3024000
,,사회교육과,3024000
,,수학교육과,3024000
,,실과교육과,3024000
,,영어교육과,3024000
,,유아교육과,3024000
,,윤리교육과,3024000
,,음악교육과,3024000
,,체육교육과,3024000
,,컴퓨터교육과,3024000
,부산대학교,IT응용공학과,4728000
,,간호학과,4364000
,,건설융합학부,4728000
,,건축학과,4728000
,,경영학과,3360000
,,경제학부,3360000
,,고고학과,3360000
,,고분자공학과,4728000
,,공공정책학부,3360000
,,관광컨벤션학과,3360000
,,광메카트로닉스공학과,4728000
,,교육학과,3360000
,,국어교육과,3360000
,,국어국문학과,3360000
,,국제학부,3360000
,,기계공학부,4728000
,,나노메카트로닉스공학과,4728000
,,나노에너지공학과,4728000
,,노어노문학과,3360000
,,대기환경과학과,4364000
,,독어교육과,3360000
,,독어독문학과,3360000
,,동물생명자원과학과,4364000
,,디자인학과,4626000
,,무역학부,3360000
,,무용학과,4626000
,,문헌정보학과,3560000
,,물리교육과,4364000
,,물리학과,4364000
,,미생물학과,4364000
,,미술학과,4626000
,,바이오산업기계공학과,4728000
,,바이오소재과학과,4364000
,,바이오환경에너지학과,4728000
,,분자생물학과,4364000
,,불어교육과,3360000
,,불어불문학과,3360000
,,사학과,3360000
,,사회복지학과,3560000
,,사회학과,3360000
,,산업공학과,4728000
,,생명과학과,4364000
