기준년도,학교,학과,등록금
,,항공관광학전공,"6,160,000"
,,항공서비스학전공,"6,024,000"
,,향산업전공,"7,276,000"
,,호텔관광학전공,"5,684,000"
,,호텔외식조리베이커리학과,"7,344,000"
,,호텔외식조리전공,"7,276,000"
,,화장품·제약자율전공,"7,776,000"
,,화장품공학부,"7,776,000"
,,화장품공학부,"7,776,000"
,,화장품학부,"7,412,000"
,대신대학교,교회실용음악학부,"7,271,000"
,,사회복지학과,"5,965,000"
,,상담영어학부,"5,965,000"
,,신학과,"5,965,000"
,대전가톨릭대학교,신학과,"5,760,000"
,대전대학교,AI융합학과,"7,984,000"
,,간호학과,"7,413,666.70"
,,건강운동관리학과,"7,698,000"
,,건축공학과,"8,017,478.30"
,,건축학과(4),"8,138,000"
,,건축학과(5),"7,984,000"
,,경영학과,"6,420,826.10"
,,경제학전공,"6,384,000"
,,경찰학과,"6,424,526.30"
,,공연예술융합학과,"7,654,000"
,,공연예술콘텐츠학과,"7,808,000"
,,국어국문창작학전공,"6,384,000"
,,군사학과,"7,382,500"
,,글로벌문화콘텐츠학전공,"7,344,000"
,,디지털헬스케어학과,"8,061,000"
,,물류통상학과,"6,408,156.90"
,,물리치료학과,"7,382,500"
,,바이오응용화학과,"7,344,000"
,,법학과,"6,417,000"
,,보건의료경영학과,"6,421,172.40"
,,뷰티디자인학과,"7,382,500"
,,비즈니스영어학과,"6,414,800"
,,비즈니스일본어학과,"6,422,500"
,,비즈니스중국어학과,"6,406,000"
,,빅데이터인공지능학과,"8,138,000"
,,빅데이터학과,"7,054,000"
,,사회복지학과,"6,420,826.10"
,,산업・광고심리학과,"6,420,235.30"
,,생명과학전공,"7,344,000"
,,생활체육학과,"7,694,764.70"
,,소방방재학과,"8,028,488.90"
,,식품영양학과,"7,382,500"
,,아동교육상담학과,"7,382,500"
,,안전융합학부,"7,984,000"
,,에너지신소재공학과,"8,012,731.30"
,,역사문화학전공,"6,384,000"
,,영상애니메이션학과,"8,032,631.60"
,,응급구조학과,"7,382,500"
,,응용화학전공,"7,664,000"
,,임상병리학과,"7,382,500"
,,재난안전공학과,"8,018,222.20"
,,정보보안학과,"7,374,800"
,,정보통신공학과,"8,017,932.20"
,,정치외교학전공,"6,384,000"
,,중등특수교육과,"7,066,500"
,,커뮤니케이션디자인학과,"8,030,666.70"
,,컴퓨터공학과,"8,022,500"
,,토목환경공학과,"8,020,093.70"
,,패션디자인・비즈니스학과,"7,381,459.50"
,,핀테크학과,"8,032,125"
,,한의예과,"9,427,000"
,,한의학과,"9,350,000"
,,행정학과,"6,418,222.20"
,,혜화리버럴아츠칼리지,"7,182,000"
,,화장품과학과,"8,138,000"
,,환경공학전공,"7,664,000"
,,회계학과,"6,418,222.20"
,대전신학대학교,신학과,"5,956,000"
,대진대학교,AI빅데이터전공,"8,118,000"
,,AI빅데이터전공,"8,273,000"
,,간호학과,"8,118,000"
,,간호학과,"8,273,000"
,,건설시스템공학과,"8,118,000"
,,건축공학부,"8,273,000"
,,건축공학부,"8,118,000"
,,경영학과,"6,184,750"
,,공공서비스관리학과,"6,146,000"
,,공공인재법학과,"6,181,536.60"
,,국제통상학과,"6,184,750"
,,글로벌경제학과,"6,183,642.90"
,,기계공학과,"8,118,000"
,,기계공학과,"8,273,000"
,,대순종학과,"6,184,750"
,,데이터사이언스학과,"6,760,000"
,,도시공간조형전공,"8,118,000"
,,문예창작학과,"6,146,000"
,,문예콘텐츠창작학과,"6,220,480.50"
,,문헌정보학과,"6,184,750"
,,미국학전공,"6,146,000"
,,미디어커뮤니케이션학과,"6,184,750"
,,미술만화게임학부,"8,169,666.70"
,,보건경영학과,"7,537,000"
,,사회복지・아동학부,"6,146,000"
,,사회복지상담학과,"6,301,000"
,,사회복지학과,"6,146,000"
,,사회복지학전공,"6,301,000"
,,산업경영공학과,"8,118,000"
,,산업경영공학과,"8,273,000"
,,산업디자인학과,"8,273,000"
,,생명과학전공,"7,382,000"
,,수학과,"6,760,000"
,,스마트건설・환경공학부,"8,273,000"
,,스마트건설・환경공학부,"8,118,000"
,,스마트건축토목공학부,"8,118,000"
,,스마트모빌리티전공,"8,273,000"
,,스마트융합보안학과,"8,273,000"
,,스마트융합시스템전공,"8,118,000"
,,스포츠건강과학과,"8,273,000"
,,스포츠과학과,"8,118,000"
,,시각디자인학과,"8,273,000"
,,시각정보디자인전공,"8,118,000"
,,식품영양학과,"7,382,000"
,,식품영양학과,"7,537,000"
,,신소재공학과,"8,273,000"
,,신소재공학과,"8,118,000"
,,실용음악학과,"8,195,500"
,,아동심리교육전공,"6,301,000"
,,아동학과,"6,146,000"
,,에너지공학부,"8,273,000"
,,에너지공학부,"8,118,000"
,,에너지화학공학전공,"8,118,000"
,,에코응용화학전공,"7,537,000"
,,역사·문화콘텐츠학과,"6,183,443.80"
,,연극전공,"8,118,000"
,,연기예술학과,"8,273,000"
,,영어영문학과,"6,177,778.20"
,,영화영상학과,"8,273,000"
,,영화전공,"8,118,000"
,,의생명과학전공,"7,537,000"
,,일본학전공,"6,181,690.80"
,,전기공학전공,"8,118,000"
,,전자공학과,"8,118,000"
,,전자공학과,"8,273,000"
,,전자공학전공,"8,118,000"
,,제품환경디자인전공,"8,118,000"
,,중국학전공,"6,183,121.80"
,,컴퓨터공학전공,"8,273,000"
,,컴퓨터공학전공,"8,118,000"
,,한국어문학과,"6,146,000"
,,행정정보학과,"6,182,116.50"
,,현대한국화전공,"8,118,000"
,,화학전공,"7,382,000"
,,환경에너지공학과,"8,118,000"
,,환경에너지공학전공,"8,118,000"
,,회화전공,"8,118,000"
,,휴먼IT융합학부,"8,118,000"
,,휴먼건축공학부,"8,118,000"
,,휴먼케어평생교육학과,"6,146,000"
,,휴먼케어평생교육학과,"6,301,000"
,덕성여자대학교,Art & Design대학,"8,662,000"
,,IT미디어공학전공,"8,244,000"
,,경영학전공,"6,038,000"
,,과학기술대학,"8,066,000"
,,국어국문학전공,"6,038,000"
,,국제통상학전공,"6,038,000"
,,글로벌융합대학,"6,486,000"
,,독어독문학전공,"6,038,000"
,,동양화전공,"8,454,000"
,,문헌정보학전공,"6,038,000"
,,문화인류학전공,"6,038,000"
,,미술사학전공,"6,038,000"
,,바이오공학전공,"8,244,000"
,,법학전공,"6,038,000"
,,불어불문학전공,"6,038,000"
,,사이버보안전공,"8,244,000"
,,사학전공,"6,038,000"
,,사회복지학전공,"6,038,000"
,,사회학전공,"6,038,000"
,,생활체육학전공,"8,454,000"
,,서양화전공,"8,454,000"
,,소프트웨어전공,"8,244,000"
,,수학전공,"7,242,000"
,,스페인어전공,"6,038,000"
,,시각디자인전공,"8,454,000"
,,식품영양학전공,"7,242,000"
,,실내디자인전공,"8,454,000"
,,심리학전공,"6,038,000"
,,아동가족학전공,"6,038,000"
,,약학과(2+4학제),"9,742,000"
,,약학과(6년제),"10,088,000"
,,영어영문학전공,"6,038,000"
,,유아교육과,"6,145,636.40"
,,의상디자인전공,"8,454,000"
,,일어일문학전공,"6,038,000"
,,정보통계학전공,"7,242,000"
,,정치외교학전공,"6,038,000"
,,중어중문학전공,"6,038,000"
,,철학전공,"6,038,000"
,,컴퓨터공학전공,"8,244,000"
,,텍스타일디자인전공,"8,454,000"
,,화학전공,"7,242,000"
,,회계학전공,"6,038,000"
,동국대학교,AI소프트웨어융합학부,"9,309,319.60"
,,가정교육과,"8,101,000"
,,건설환경공학과,"9,210,037.70"
,,건축공학부,"9,364,000"
,,건축공학전공,"9,160,000"
,,건축학전공,"9,160,000"
,,경영정보학과,"6,989,000"
,,경영학과,"6,989,000"
,,경제학과,"6,989,000"
,,경찰행정학부,"6,989,000"
,,광고홍보학과,"6,989,000"
,,교육학과,"6,988,135.60"
,,국어교육과,"6,988,135.60"
,,국어국문문예창작학부,"6,989,000"
,,국제통상학과,"6,989,000"
,,글로벌무역학과,"6,989,000"
,,기계로봇에너지공학과,"9,211,000"
,,멀티미디어소프트웨어공학전공,"9,160,000"
,,문화재학과,"7,040,000"
,,물리반도체과학부,"8,101,000"
,,바이오환경과학과,"8,099,814"
,,법학과,"6,984,419.20"
,,불교미술전공,"9,211,000"
,,불교학부,"6,987,053.40"
,,사학과,"6,989,000"
,,사회복지상담학과,"6,989,000"
,,사회복지학과,"6,989,000"
,,사회언론정보학부 미디어커뮤니케이션학전공,"6,989,000"
,,사회언론정보학부 사회학전공,"6,987,866.70"
,,산업시스템공학과,"9,207,408.50"
,,생명과학과,"8,101,000"
,,서양화전공,"9,211,000"
,,수학과,"8,101,000"
,,수학교육과,"8,100,135.60"
,,스포츠문화학과,"8,101,000"
,,식품산업관리학과,"6,988,000"
,,식품생명공학과,"9,211,000"
,,약학과,"11,367,000"
,,역사교육과,"6,989,000"
,,연극학부,"9,211,000"
,,영어영문학부,"7,142,000"
,,영어영문학부 영어문학전공,"6,938,000"
,,영어영문학부 영어통번역학전공,"6,938,000"
,,영화영상학과,"9,211,000"
,,융합보안학과,"6,989,000"
,,융합에너지신소재공학과,"9,211,000"
,,의생명공학과,"9,210,320"
,,일본학과,"6,989,000"
,,전자전기공학부,"9,211,000"
,,정보통신공학과,"9,211,000"
,,정치행정학부 북한학 전공,"6,989,000"
,,정치행정학부 정치외교학 전공,"6,989,000"
,,정치행정학부 행정학전공,"6,989,000"
,,조소전공,"9,211,000"
,,중어중문학과,"6,989,000"
,,지리교육과,"6,988,135.60"
,,철학과,"6,989,000"
,,체육교육과,"8,099,621.60"
,,컴퓨터공학전공,"9,160,000"
,,통계학과,"8,101,000"
,,한국음악과,"9,364,000"
,,한국화전공,"9,211,000"
,,화공생물공학과,"9,211,000"
,,화학과,"8,101,000"
,,회계학과,"6,989,000"
,동국대학교(WISE) _분교,가정교육과,"8,048,000"
,,가정교육과,"8,227,200"
,,간호학과,"8,104,646.80"
,,경영학과,"7,117,200"
,,경영학전공,"6,938,000"
,,고고미술사학과,"7,117,200"
,,고고미술사학전공,"6,938,000"
,,국사학과,"7,117,200"
,,국사학전공,"6,938,000"
,,국어국문학전공,"6,938,000"
,,글로벌경제통상학부,"6,938,000"
,,기계시스템공학전공,"9,136,000"
,,디자인미술학과,"9,136,000"
,,디자인미술학과,"9,315,200"
,,명상심리상담학과,"6,982,800"
,,미술학과,"9,136,000"
,,바이오제약공학과,"8,048,000"
,,바이오제약공학과,"8,227,200"
,,바이오제약공학전공,"8,048,000"
,,보건의료정보학과,"7,027,600"
,,불교문화콘텐츠전공,"7,027,600"
,,불교아동보육학과,"6,938,000"
,,불교학부,"6,938,000"
,,불교학전공,"7,027,600"
,,뷰티메디컬학과,"8,137,600"
,,빅데이터·응용통계학전공,"8,048,000"
,,사회복지학과,"6,938,000"
,,사회복지학과,"7,117,200"
,,소방방재전공,"9,136,000"
,,소방방재전공,"9,315,200"
,,수학교육과,"8,048,000"
,,수학교육과,"8,227,200"
,,스포츠과학과,"8,048,000"
,,스포츠과학전공,"8,227,200"
,,스포츠과학전공,"8,048,000"
,,스포츠의학전공,"8,227,200"
,,스포츠의학전공,"8,048,000"
,,신소재화학전공,"8,048,000"
,,아동청소년교육학과,"6,938,000"
,,아동청소년교육학과,"7,117,200"
,,안전공학전공,"9,136,000"
,,안전보건전공,"9,136,000"
,,안전보건전공,"9,315,200"
,,에너지・전기공학과,"9,315,200"
,,에너지・전기공학전공,"9,136,000"
,,영어영문학과,"7,117,200"
,,영어영문학전공,"6,938,000"
,,웹문예학과,"6,938,000"
,,웹문예학과,"7,117,200"
,,유아교육과,"6,938,000"
,,유아교육과,"7,117,200"
,,의생명공학전공,"8,048,000"
,,의예과,"11,329,600"
,,의학과,"11,240,000"
,,일어일문학과,"7,117,200"
,,일어일문학전공,"6,938,000"
,,자동차소재부품공학과,"9,315,200"
,,자유전공학부,"7,117,200"
,,자유전공학부,"6,938,000"
,,전자·정보통신공학과,"9,315,200"
,,전자·정보통신공학전공,"9,136,000"
,,정보경영학과,"7,117,200"
,,정보경영학전공,"6,938,000"
,,조경・정원디자인학부,"8,227,200"
,,조경・정원디자인학부,"8,048,000"
,,조경학과,"8,048,000"
,,중어중문학과,"7,117,200"
,,중어중문학전공,"6,938,000"
,,컴퓨터공학과,"9,136,000"
,,컴퓨터공학과,"9,315,200"
,,컴퓨터공학전공,"9,136,000"
,,한국음악과,"9,136,000"
,,한의예과,"9,585,600"
,,한의학과,"9,496,000"
,,항공서비스무역학과,"6,938,000"
,,항공서비스무역학과,"7,117,200"
,,행정・경찰공공학부,"6,938,000"
,,행정・경찰공공학부,"7,117,200"
,,호텔관광외식경영학부,"6,938,000"
,,호텔관광외식경영학부,"7,117,200"
,,회계세무학과,"7,117,200"
,,회계세무학전공,"6,938,000"
,,회계학전공,"6,938,000"
,동덕여자대학교,HCI사이언스전공,"7,542,000"
,,경영경제학부,"6,180,000"
,,경영학과,"6,026,000"
,,경제학과,"6,026,000"
,,공연예술학부 모델전공,"8,952,000"
,,공연예술학부 무용전공,"8,952,000"
,,공연예술학부 방송연예전공,"8,952,000"
,,공연예술학부 실용음악전공,"8,952,000"
,,관현악과,"8,798,000"
,,국사학과,"6,026,000"
,,국어국문학과,"6,026,000"
,,국제경영학과,"6,026,000"
,,글로벌MICE전공,"6,026,000"
,,글로벌지역학부,"6,180,000"
,,금융융합경영학과,"6,026,000"
,,데이터사이언스전공,"7,542,000"
,,독일어과,"6,026,000"
,,디자인학부,"8,952,000"
,,디자인학부 패션디자인전공,"8,952,000"
,,디지털공예과,"8,798,000"
,,모델과,"8,798,000"
,,무용과,"8,798,000"
,,문예창작과,"6,026,000"
,,문헌정보학과,"6,026,000"
,,문화예술경영전공,"8,798,000"
,,문화지식융합학부,"6,180,000"
,,문화지식융합학부 데이터사이언스전공,"7,696,000"
,,미디어디자인학과,"8,798,000"
,,미래인재융합대학,"6,180,000"
,,미술학부,"8,952,000"
,,방송연예과,"8,798,000"
,,보건관리학과,"7,542,000"
,,보건관리학과,"7,542,000"
,,사회과학부,"6,180,000"
,,사회복지학과,"6,026,000"
,,성악과,"8,798,000"
,,세무회계학과,"6,026,000"
,,세무회계학과,"6,026,000"
,,시각&실내디자인학과,"8,798,000"
,,식품영양학과,"7,542,000"
,,식품영양학과,"7,542,000"
,,실용음악과,"8,798,000"
,,아동학과,"6,026,000"
,,약학과,"8,946,500"
,,영어과,"6,026,000"
,,유러피언스터디즈학과,"6,026,000"
,,음악학부,"8,952,000"
,,응용화학전공,"7,542,000"
,,응용화학전공,"7,542,000"
,,인문학부,"6,180,000"
,,일본어과,"6,026,000"
,,자연과학부,"7,696,000"
,,자연과학부 체육학전공,"7,696,000"
,,정보통계학과,"7,542,000"
,,정보통계학과,"7,542,000"
,,정보학부,"7,696,000"
,,중어중국학과,"6,026,000"
,,체육학과,"7,542,000"
,,체육학과,"7,542,000"
,,커뮤니케이션콘텐츠전공,"8,798,000"
,,컴퓨터학과,"7,542,000"
,,컴퓨터학과,"7,542,000"
,,큐레이터학과,"8,798,000"
,,토탈뷰티케어학과,"7,542,000"
,,패션디자인학과,"8,798,000"
,,프랑스어과,"6,026,000"
,,피아노과,"8,798,000"
,,화장품학전공,"7,542,000"
,,화장품학전공,"7,542,000"
,,회화과,"8,798,000"
,동명대학교,AI자동화설계공학과,"7,738,000"
,,AI학부,"7,771,846.20"
,,Do-ing학부,"8,400,000"
,,간호학과,"7,368,139.10"
,,건축공학과,"7,760,647.10"
,,건축학과,"7,756,803.40"
,,게임공학과,"7,766,387.10"
,,경영정보학과,"5,635,200"
,,경영학과,"5,673,460.90"
,,경영학부,"5,635,200"
,,관광경영학과,"5,635,200"
,,광고PR학과,"5,660,866.70"
,,국제물류학과,"5,635,200"
,,국제통상학과,"5,635,200"
,,군사학과,"6,431,428.60"
,,글로벌문화콘텐츠학과,"5,659,644.40"
,,글로벌비즈니스학과,"5,745,200"
,,글로벌비즈니스학부,"5,635,200"
,,금융・회계학과,"5,635,200"
,,기계ᆞ로봇공학부,"7,738,000"
,,기계・로봇공학과,"7,848,000"
,,기계공학과,"7,738,000"
,,냉동공조공학과,"7,764,551.70"
,,동양문화학과,"6,573,000"
,,디지털미디어공학부,"7,738,000"
,,디지털콘텐츠전공,"7,738,000"
,,디지털콘텐츠학과,"7,848,000"
,,로봇공학과,"7,738,000"
,,미디어커뮤니케이션학과,"5,660,866.70"
,,반려동물보건학과,"7,446,400"
,,복지경영학과,"6,573,000"
,,뷰티산업학과,"8,557,500"
,,뷰티케어학과,"7,370,011.10"
,,사회복지학과,"5,662,700"
,,산업디자인학과,"7,765,500"
,,상담심리학과,"5,662,700"
,,선명상치유학과,"6,573,000"
,,스포츠재활학과,"5,664,929.70"
,,시각디자인학과,"7,765,500"
,,식품영양학과,"7,336,400"
,,실내건축학과,"7,763,666.70"
,,아동청소년상담학과,"6,573,000"
,,애견미용・행동교정학과,"7,446,400"
,,언어치료청각학과,"7,359,158.60"
,,영양식품학과,"7,446,400"
,,웹툰・애니메이션학과,"7,848,000"
,,유아교육과,"5,662,700"
,,유통경영학과,"5,635,200"
,,유통물류학과,"5,745,200"
,,유통물류학부,"5,635,200"
,,융합미디어전공,"7,738,000"
,,의료기기학과,"7,848,000"
,,의용공학과,"7,738,000"
,,자동차공학과,"7,738,000"
,,자동화설계전공,"7,738,000"
,,자율융합공학부,"7,755,187.50"
,,자율전공학부,"6,981,914"
,,자율제어전공,"7,738,000"
,,작업치료학과,"7,446,400"
,,전기・자동차학부,"7,848,000"
,,전기공학과,"7,738,000"
,,전자공학과,"7,738,000"
,,전자및의용공학부,"7,738,000"
,,정보보호학과,"7,761,571.40"
,,정보통신소프트웨어공학과,"7,738,000"
,,조선해양공학과,"7,738,000"
,,컴퓨터공학과,"7,762,444.40"
,,패션디자인학과,"7,765,500"
,,항공서비스학과,"5,671,866.70"
,,항만물류시스템학과,"7,760,000"
,,해양모빌리티학과,"7,848,000"
,,호텔경영학과,"5,635,200"
,,호텔관광학과,"5,745,200"
,,호텔관광학부,"5,635,200"
,동서대학교,ICT융합공학과,"7,406,500"
,,ICT융합공학부,"7,350,000"
,,International Studies과,"5,548,000"
,,간호학과,"7,614,818.20"
,,건축공학과,"7,584,000"
,,건축공학과,"7,697,000"
,,건축설계학전공,"7,584,000"
,,건축학과,"7,697,000"
,,건축학과,"7,584,000"
,,게임학과,"7,584,000"
,,게임학과(예체능),"7,697,000"
,,게임학과(예체능),"7,584,000"
,,경영학부,"5,661,000"
,,경영학전공,"5,548,000"
,,경찰행정학과,"5,661,000"
,,경찰행정학과,"5,548,000"
,,관광경영・컨벤션학과,"5,661,000"
,,관광경영・컨벤션학과,"5,548,000"
,,관광경영학전공,"5,548,000"
,,광고홍보학과,"7,584,000"
,,광고홍보학과,"7,697,000"
,,국제물류학과,"5,568,314.60"
,,국제통상학과,"5,568,314.60"
,,기계공학과,"7,697,000"
,,동아시아학과,"5,548,000"
,,디자인학부,"7,624,357.10"
,,디지털미디어디자인전공,"7,584,000"
,,메카트로닉스공학과,"7,584,000"
,,뮤지컬과,"7,608,565.20"
,,바이오제약공학과,"7,584,000"
,,방사선학과,"7,612,250"
,,방송영상학과,"7,584,000"
,,방송영상학과,"7,697,000"
,,보건행정학과,"5,576,939"
,,사회복지상담학과,"5,446,500"
,,사회복지학과,"5,661,000"
,,사회복지학과,"5,548,000"
,,사회복지학전공,"5,548,000"
,,사회안전학과,"5,446,500"
,,사회안전학부,"5,390,000"
,,사회환경공학과,"7,697,000"
,,생명화학공학과,"7,584,000"
,,소프트웨어학과,"7,614,818.20"
,,스포츠레저산업학과,"6,496,500"
,,시각디자인전공,"7,584,000"
,,시니어운동처방학과,"6,477,666.70"
,,식품영양학과,"7,612,250"
,,신소재화학공학과,"7,584,000"
,,실버컨설팅학과,"5,390,000"
,,실용콘텐츠창작학과,"5,446,500"
,,연기과,"7,612,250"
,,영상애니메이션학과,"7,584,000"
,,영상애니메이션학과,"7,697,000"
,,영어학과,"5,567,894.40"
,,영화과,"7,612,250"
,,운동처방학과,"6,685,388.90"
,,웹툰학과,"7,697,000"
,,웹툰학과,"7,584,000"
,,융합전자공학과,"7,584,000"
,,이벤트/컨벤션학전공,"5,548,000"
,,인공지능응용학과,"7,629,200"
,,일본어학과,"5,570,600"
,,임상병리학과,"7,612,250"
,,작업치료학과,"7,612,250"
,,전자공학과,"7,697,000"
,,전자공학과,"7,584,000"
,,정보보안학과,"7,609,516.10"
,,정보통신공학과,"7,584,000"
,,제품인터랙션디자인전공,"7,584,000"
,,중국어학과,"5,564,520.50"
,,청소년상담심리전공,"5,548,000"
,,청소년상담심리학과,"5,661,000"
,,청소년상담심리학과,"5,548,000"
,,체육학과,"6,685,388.90"
,,치위생학과,"7,612,250"
,,캠퍼스아시아학과,"5,604,500"
,,컴퓨터공학과,"7,617,481.50"
,,토목환경공학과,"7,584,000"
,,패션디자인학과,"7,613,296.30"
,,호텔경영학과,"5,661,000"
,,호텔경영학과,"5,548,000"
,,호텔경영학전공,"5,548,000"
,,화장품・신소재학과,"7,632,428.60"
,,환경디자인전공,"7,584,000"
,,회계세무학전공,"5,548,000"
,동신대학교,간호학과,"6,684,433.60"
,,건축공학과,"7,205,333.30"
,,건축학부,"7,170,000"
,,경영학과,"6,171,414.60"
,,경찰행정학과,"5,428,500"
,,공연예술무용학과,"6,707,000"
,,공연전시기획학과,"5,402,000"
,,관광경영학과,"5,402,000"
,,관광일본어학과,"5,402,000"
,,국제어문학부,"5,402,000"
,,군사학과,"6,097,241.40"
,,기계공학과,"7,190,054.10"
,,도시계획학과,"6,089,200"
,,디지털콘텐츠학과,"7,189,272.70"
,,물리치료학과,"6,685,800"
,,뮤지컬ㆍ실용음악학과,"7,197,652.20"
,,바이오헬스케어학부,"7,170,000"
,,반려동물학과,"7,276,000"
,,방사선학과,"6,685,024.40"
,,배터리공학과,"7,190,190.50"
,,보건행정학과,"6,090,714.30"
,,뷰티미용학과,"7,196,819.30"
,,사물인터넷학과,"7,170,000"
,,사회복지학과,"6,092,461.50"
,,산림조경학과,"7,196,500"
,,상담심리학과,"6,094,500"
,,생활체육학과,"6,681,257.10"
,,소방행정학과,"6,092,941.20"
,,식품영양학과,"7,193,555.60"
,,신재생에너지학과,"7,188,119.70"
,,아동영어교육학과,"5,402,000"
,,안경광학과,"6,680,500"
,,언어치료학과,"6,679,440"
,,에너지경영학과,"7,190,054.10"
,,운동처방학과,"6,681,257.10"
,,유아교육학과,"6,094,500"
,,작업치료학과,"6,678,941.20"
,,전기공학과,"7,197,393.30"
,,전기자동차학과,"7,192,315.80"
,,정보보안학과,"7,188,928.60"
,,정보통신공학과,"7,189,272.70"
,,제약・화장품학과,"7,196,500"
,,중국어학과,"5,432,285.70"
,,컴퓨터공학과,"7,196,500"
,,태권도학과,"6,707,000"
,,토목환경공학과,"7,196,500"
,,한국어교원학과,"5,490,333.30"
,,한약재산업학과,"7,170,000"
,,한의예과,"8,573,000"
,,한의학과,"8,520,000"
,,항공서비스학과,"6,068,000"
,,호텔경영학과,"6,068,000"
,,호텔관광경영학과,"6,174,000"
,,호텔항공관광경영학부,"6,068,000"
,동아대학교,간호학부 간호학과,"7,081,914.60"
,,건강관리학과,"7,086,600"
,,건설시스템공학과,"8,110,933.30"
,,건축공학과,"8,097,750"
,,건축학과,"8,137,300"
,,건축학과(5년제),"8,058,200"
,,경영정보학과,"5,979,150"
,,경영학과,"5,979,114.50"
,,경제학과,"5,979,150"
,,경찰・소방학과,"5,939,600"
,,경찰학과,"6,097,800"
,,고고미술사학과,"5,939,600"
,,공예학과,"8,205,800"
,,관광경영학과,"5,979,150"
,,교육학과,"5,979,150"
,,국제무역학과,"5,979,150"
,,글로벌비즈니스학과,"5,987,747.80"
,,글로벌비즈니스학과,"5,939,600"
,,금융학과,"5,939,600"
,,금융학과,"5,992,333.30"
,,기계공학과,"8,097,750"
,,도시계획공학과,"8,058,200"
,,도시공학과,"8,137,300"
,,미디어커뮤니케이션학과,"6,300,269.80"
,,미술학과,"8,276,111.10"
,,바이오메디컬학과,"7,094,133.30"
,,반도체학과,"7,094,133.30"
,,분자유전공학과,"7,079,230.40"
,,사학과,"5,939,600"
,,사회복지학과,"5,986,129.40"
,,산업경영공학과,"8,097,750"
,,산업디자인학과,"8,245,350"
,,생명과학과,"7,041,400"
,,생명자원산업학과,"7,080,950"
,,석당인재학부 공공정책학전공,"5,979,150"
,,수학과,"6,490,600"
,,식품생명공학과,"7,080,950"
,,식품영양학과,"7,083,188.70"
,,신소재공학과,"8,098,818.90"
,,신소재물리학과,"7,041,400"
,,아동학과,"7,080,950"
,,에너지.자원공학과,"8,058,200"
,,역사문화학부 고고미술사학전공,"5,992,333.30"
,,역사문화학부 사학전공,"5,992,333.30"
,,영미학과,"5,992,333.30"
,,영어영문학과,"5,939,600"
,,유기재료고분자공학과,"7,604,800"
,,융합경영학과,"5,992,333.30"
,,음악학과,"8,284,900"
,,음악학과 관현악전공,"8,205,800"
,,음악학과 성악ㆍ작곡전공,"8,205,800"
,,음악학과 실용음악전공,"8,205,800"
,,음악학과 피아노전공,"8,205,800"
,,응용생물공학과,"7,080,950"
,,의약생명공학과,"7,080,950"
,,의예과,"9,072,700"
,,의학과,"10,118,400"
,,일본학과,"5,992,333.30"
,,전기공학과,"8,097,750"
,,전자공학과,"8,097,750"
,,정보수학과,"6,543,333.30"
,,정치・사회학부 사회학전공,"5,979,150"
,,정치・사회학부 정치외교학전공,"5,979,150"
,,조경학과,"8,097,750"
,,조선해양공학과,"8,216,400"
,,조선해양플랜트공학과,"8,058,200"
,,중국·일본학부,"5,939,600"
,,중국어학과,"5,939,600"
,,중국학과,"5,992,333.30"
,,지식서비스경영학과,"5,979,150"
,,철학생명의료윤리학과,"5,971,240"
,,체육학과,"7,080,950"
,,컴퓨터・AI공학부 AI학과,"8,121,480"
,,컴퓨터・AI공학부 컴퓨터공학과,"8,113,226.10"
,,컴퓨터공학과,"8,058,200"
,,태권도학과,"7,079,368"
,,토목공학과,"8,058,200"
,,패션디자인학과,"7,080,950"
,,한국어문학과,"5,974,755.60"
,,행정학과,"5,979,150"
,,현대미술학과,"8,205,800"
,,화학공학과,"8,097,750"
,,화학과,"7,080,950"
,,환경・에너지공학부 미래에너지공학전공,"8,110,933.30"
,,환경・에너지공학부 환경안전전공,"8,110,933.30"
,,환경공학과,"8,058,200"
,동양대학교,AI빅데이터융합학과,"8,157,647.10"
,,AI융합사회복지학과,"5,786,000"
,,IT융합경영학과,"6,578,000"
,,간호학과,"7,505,272.70"
,,건축소방안전학과,"7,382,000"
,,게임학부,"8,135,000"
,,경찰범죄심리학과,"5,646,000"
,,경찰행정・범죄심리학과,"5,786,000"
,,공공인재학부,"6,460,702.70"
,,공연영상학부,"8,333,179.20"
,,국제경영학과,"5,786,000"
,,글로벌비즈니스학과,"5,646,000"
,,도시・부동산학과,"5,786,000"
,,디자인학부,"8,333,906.20"
,,보건의료행정학과,"5,646,000"
,,사회복지학과,"5,646,000"
,,생활체육학과,"6,889,111.10"
,,스마트건축공학과,"7,522,000"
,,스마트기계부품소재학과,"7,452,000"
,,스마트모빌리티학과,"7,382,000"
,,스마트안전시스템학부,"8,163,636.40"
,,안전공학부,"8,100,000"
,,웹툰애니메이션학과,"8,440,000"
,,유아교육과,"5,681,000"
,,의무군사학과,"5,646,000"
,,의무군사학과(자연과학),"5,786,000"
,,자율주행안전학과,"7,522,000"
,,철도건설안전공학과,"7,417,443"
,,철도경영학과,"5,646,000"
,,철도관제정보학과,"7,382,000"
,,철도기계시스템학과,"7,382,000"
,,철도운전관제학부,"7,522,000"
,,철도운전제어학과,"7,382,000"
,,철도운전제어학부,"7,522,000"
,,철도전기융합학과,"7,382,000"
,,철도차량시스템학과,"7,382,000"
,,컴퓨터·정보통신군사학과,"7,417,000"
,,컴퓨터소프트웨어학과,"7,382,000"
